"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Ore Dict keys"
"Ancient Warfare Automation","ancientwarfareautomation:animal_farm",4774,0,"false","Animal Farm",""
"Ancient Warfare Automation","ancientwarfareautomation:auto_crafting",4782,0,"false","Auto Crafting Table",""
"Ancient Warfare Automation","ancientwarfareautomation:chunk_loader_deluxe",4795,0,"false","Deluxe Chunk Loader",""
"Ancient Warfare Automation","ancientwarfareautomation:chunk_loader_simple",4794,0,"false","Simple Chunk Loader",""
"Ancient Warfare Automation","ancientwarfareautomation:crop_farm",4772,0,"false","Crop Farm",""
"Ancient Warfare Automation","ancientwarfareautomation:fish_farm",4775,0,"false","Fish Farm",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_controller",4784,0,"true","Light Flywheel Controller",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_controller",4784,1,"true","Medium Flywheel Controller",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_controller",4784,2,"true","Heavy Flywheel Controller",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_storage",4785,0,"true","Light Flywheel Energy Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_storage",4785,1,"true","Medium Flywheel Energy Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:flywheel_storage",4785,2,"true","Heavy Flywheel Energy Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:fruit_farm",4773,0,"false","Fruit Farm",""
"Ancient Warfare Automation","ancientwarfareautomation:hand_cranked_generator",4791,0,"false","Hand Cranked Torque Generator",""
"Ancient Warfare Automation","ancientwarfareautomation:mailbox",4783,0,"false","Mailbox",""
"Ancient Warfare Automation","ancientwarfareautomation:quarry",4770,0,"false","Quarry",""
"Ancient Warfare Automation","ancientwarfareautomation:stirling_generator",4789,0,"false","Stirling Generator",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_distributor",4788,0,"true","Light Torque Distributor",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_distributor",4788,1,"true","Medium Torque Distributor",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_distributor",4788,2,"true","Heavy Torque Distributor",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_junction",4786,0,"true","Light Torque Junction",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_junction",4786,1,"true","Medium Torque Junction",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_junction",4786,2,"true","Heavy Torque Junction",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_shaft",4787,0,"true","Light Torque Shaft",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_shaft",4787,1,"true","Medium Torque Shaft",""
"Ancient Warfare Automation","ancientwarfareautomation:torque_shaft",4787,2,"true","Heavy Torque Shaft",""
"Ancient Warfare Automation","ancientwarfareautomation:tree_farm",4771,0,"false","Tree Farm",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_control",4776,0,"false","Warehouse Control Block",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_crafting",4779,0,"false","Warehouse Crafting Table",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_interface",4778,0,"false","Warehouse Interface",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_stock_linker",4781,0,"false","Warehouse Stock Linker",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_stock_viewer",4780,0,"false","Warehouse Stock Viewer",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_storage",4777,0,"true","Small Warehouse Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_storage",4777,1,"true","Medium Warehouse Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:warehouse_storage",4777,2,"true","Large Warehouse Storage",""
"Ancient Warfare Automation","ancientwarfareautomation:waterwheel_generator",4790,0,"false","Waterwheel Generator",""
"Ancient Warfare Automation","ancientwarfareautomation:windmill_blade",4792,0,"false","Windmill Blade",""
"Ancient Warfare Automation","ancientwarfareautomation:windmill_generator",4793,0,"false","Windmill Controller",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",4796,0,"true","Medium Bounds Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",4796,1,"true","Large Bounds Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",4796,2,"true","Medium Quarry Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",4796,3,"true","Large Quarry Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",4796,4,"true","Lightly Enchanted Tools Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",4796,5,"true","Highly Enchanted Tools Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",4796,6,"true","Basic Tool Quality Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",4796,7,"true","Intermediate Tool Quality Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",4796,8,"true","Advanced Tool Quality Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",4796,9,"true","Basic Chunkloader Upgrade",""
"Ancient Warfare Automation","ancientwarfareautomation:worksite_upgrade",4796,10,"true","Quarry Chunkloader Upgrade",""
"Ancient Warfare Core","ancientwarfare:backpack",4756,0,"true","Small Pack",""
"Ancient Warfare Core","ancientwarfare:backpack",4756,1,"true","Travel Pack",""
"Ancient Warfare Core","ancientwarfare:backpack",4756,2,"true","Medium Pack",""
"Ancient Warfare Core","ancientwarfare:backpack",4756,3,"true","Large Pack",""
"Ancient Warfare Core","ancientwarfare:component",4768,0,"true","Wooden Gear Set","gearWood"
"Ancient Warfare Core","ancientwarfare:component",4768,1,"true","Iron Gear Set","gearIron"
"Ancient Warfare Core","ancientwarfare:component",4768,2,"true","Steel Gear Set","gearSteel"
"Ancient Warfare Core","ancientwarfare:component",4768,3,"true","Wooden Bushing Set","bearingWood"
"Ancient Warfare Core","ancientwarfare:component",4768,4,"true","Iron Bushing Set Set","bearingIron"
"Ancient Warfare Core","ancientwarfare:component",4768,5,"true","Steel Bushing Set","bearingSteel"
"Ancient Warfare Core","ancientwarfare:component",4768,6,"true","Wooden Torque Shaft","shaftWood"
"Ancient Warfare Core","ancientwarfare:component",4768,7,"true","Iron Torque Shaft","shaftIron"
"Ancient Warfare Core","ancientwarfare:component",4768,8,"true","Steel Torque Shaft","shaftSteel"
"Ancient Warfare Core","ancientwarfare:diamond_hammer",4766,0,"false","Diamond Hammer",""
"Ancient Warfare Core","ancientwarfare:diamond_quill",4761,0,"false","Diamond Quill",""
"Ancient Warfare Core","ancientwarfare:engineering_station",4751,0,"false","Engineering Bench",""
"Ancient Warfare Core","ancientwarfare:gold_hammer",4765,0,"false","Gold Hammer",""
"Ancient Warfare Core","ancientwarfare:gold_quill",4760,0,"false","Gold Quil",""
"Ancient Warfare Core","ancientwarfare:info_tool",4753,0,"false","Info Tool",""
"Ancient Warfare Core","ancientwarfare:iron_hammer",4764,0,"false","Iron Hammer",""
"Ancient Warfare Core","ancientwarfare:iron_quill",4759,0,"false","Iron Quill",""
"Ancient Warfare Core","ancientwarfare:manual",4767,0,"false","Treatise on the Principles of Ruling",""
"Ancient Warfare Core","ancientwarfare:research_book",4754,0,"false","Research Book",""
"Ancient Warfare Core","ancientwarfare:research_note",4755,0,"false","Research Note",""
"Ancient Warfare Core","ancientwarfare:research_station",4752,0,"false","Research Bench",""
"Ancient Warfare Core","ancientwarfare:steel_ingot",4769,0,"false","Steel Ingot","ingotSteel"
"Ancient Warfare Core","ancientwarfare:stone_hammer",4763,0,"false","Stone Hammer",""
"Ancient Warfare Core","ancientwarfare:stone_quill",4758,0,"false","Stone Quill",""
"Ancient Warfare Core","ancientwarfare:wooden_hammer",4762,0,"false","Wooden Hammer",""
"Ancient Warfare Core","ancientwarfare:wooden_quill",4757,0,"false","Wooden Quill",""
"Ancient Warfare NPCs","ancientwarfarenpc:bard_instrument",4802,0,"true","Lute",""
"Ancient Warfare NPCs","ancientwarfarenpc:bard_instrument",4802,1,"true","Flute",""
"Ancient Warfare NPCs","ancientwarfarenpc:bard_instrument",4802,2,"true","Harp",""
"Ancient Warfare NPCs","ancientwarfarenpc:bard_instrument",4802,3,"true","Drum",""
"Ancient Warfare NPCs","ancientwarfarenpc:coin",4825,0,"false","item.coin..name",""
"Ancient Warfare NPCs","ancientwarfarenpc:combat_order",4821,0,"false","Combat Order",""
"Ancient Warfare NPCs","ancientwarfarenpc:death_scythe",4830,0,"false","Death's Scythe",""
"Ancient Warfare NPCs","ancientwarfarenpc:diamond_cleaver",4853,0,"false","Diamond Cleaver",""
"Ancient Warfare NPCs","ancientwarfarenpc:diamond_command_baton",4801,0,"false","Diamond Command Baton",""
"Ancient Warfare NPCs","ancientwarfarenpc:diamond_halberd",4843,0,"false","Diamond Halberd",""
"Ancient Warfare NPCs","ancientwarfarenpc:diamond_lance",4848,0,"false","Diamond Lance",""
"Ancient Warfare NPCs","ancientwarfarenpc:diamond_shield",4807,0,"false","Diamond Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:diamond_spear",4838,0,"false","Diamond Spear",""
"Ancient Warfare NPCs","ancientwarfarenpc:food_bundle",4833,0,"false","Food Bundle","foodBundle"
"Ancient Warfare NPCs","ancientwarfarenpc:giant_club",4831,0,"false","Giant Club",""
"Ancient Warfare NPCs","ancientwarfarenpc:gold_command_baton",4800,0,"false","Gold Command Baton",""
"Ancient Warfare NPCs","ancientwarfarenpc:gold_shield",4806,0,"false","Gold Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:golden_cleaver",4852,0,"false","Golden Cleaver",""
"Ancient Warfare NPCs","ancientwarfarenpc:golden_halberd",4842,0,"false","Golden Halberd",""
"Ancient Warfare NPCs","ancientwarfarenpc:golden_lance",4847,0,"false","Golden Lance",""
"Ancient Warfare NPCs","ancientwarfarenpc:golden_spear",4837,0,"false","Golden Spear",""
"Ancient Warfare NPCs","ancientwarfarenpc:ice_spear",4832,0,"false","Ice Spear",""
"Ancient Warfare NPCs","ancientwarfarenpc:iron_cleaver",4851,0,"false","Iron Cleaver",""
"Ancient Warfare NPCs","ancientwarfarenpc:iron_command_baton",4799,0,"false","Iron Command Baton",""
"Ancient Warfare NPCs","ancientwarfarenpc:iron_halberd",4841,0,"false","Iron Halberd",""
"Ancient Warfare NPCs","ancientwarfarenpc:iron_lance",4846,0,"false","Iron Lance",""
"Ancient Warfare NPCs","ancientwarfarenpc:iron_shield",4805,0,"false","Iron Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:iron_spear",4836,0,"false","Iron Spear",""
"Ancient Warfare NPCs","ancientwarfarenpc:macuahuitl",4826,0,"false","Macuahuitl",""
"Ancient Warfare NPCs","ancientwarfarenpc:npc_spawner",4824,0,"false","item.npc_spawner.name",""
"Ancient Warfare NPCs","ancientwarfarenpc:obsidian_spear",4854,0,"false","Obsidian Spear",""
"Ancient Warfare NPCs","ancientwarfarenpc:pitchfork",4828,0,"false","Pitchfork",""
"Ancient Warfare NPCs","ancientwarfarenpc:routing_order",4822,0,"false","Routing Order",""
"Ancient Warfare NPCs","ancientwarfarenpc:scythe",4829,0,"false","Scythe",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_buffloka",4818,0,"false","Buffloka Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_round_1",4810,0,"false","Round Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_round_2",4811,0,"false","Round Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_round_3",4812,0,"false","Round Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_round_4",4813,0,"false","Round Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_round_5",4814,0,"false","Round Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_round_6",4815,0,"false","Round Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_tribal_1",4808,0,"false","Tribal Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_tribal_2",4809,0,"false","Tribal Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_witchbane_1",4816,0,"false","Witchbane Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:shield_witchbane_2",4817,0,"false","Witchbane Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:sickle",4827,0,"false","Sickle",""
"Ancient Warfare NPCs","ancientwarfarenpc:stone_cleaver",4850,0,"false","Stone Cleaver",""
"Ancient Warfare NPCs","ancientwarfarenpc:stone_command_baton",4798,0,"false","Stone Command Baton",""
"Ancient Warfare NPCs","ancientwarfarenpc:stone_halberd",4840,0,"false","Stone Halberd",""
"Ancient Warfare NPCs","ancientwarfarenpc:stone_lance",4845,0,"false","Stone Lance",""
"Ancient Warfare NPCs","ancientwarfarenpc:stone_shield",4804,0,"false","Stone Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:stone_spear",4835,0,"false","Stone Spear",""
"Ancient Warfare NPCs","ancientwarfarenpc:town_hall",4855,0,"false","Town Hall",""
"Ancient Warfare NPCs","ancientwarfarenpc:trade_order",4823,0,"false","Trade Order",""
"Ancient Warfare NPCs","ancientwarfarenpc:upkeep_order",4820,0,"false","Upkeep Order",""
"Ancient Warfare NPCs","ancientwarfarenpc:wooden_cleaver",4849,0,"false","Wooden Cleaver",""
"Ancient Warfare NPCs","ancientwarfarenpc:wooden_command_baton",4797,0,"false","Wooden Command Baton",""
"Ancient Warfare NPCs","ancientwarfarenpc:wooden_halberd",4839,0,"false","Wooden Halberd",""
"Ancient Warfare NPCs","ancientwarfarenpc:wooden_lance",4844,0,"false","Wooden Lance",""
"Ancient Warfare NPCs","ancientwarfarenpc:wooden_shield",4803,0,"false","Wooden Shield",""
"Ancient Warfare NPCs","ancientwarfarenpc:wooden_spear",4834,0,"false","Wooden Spear",""
"Ancient Warfare NPCs","ancientwarfarenpc:work_order",4819,0,"false","Work Order",""
"Ancient Warfare Structures","ancientwarfarestructure:advanced_loot_chest",4872,0,"false","Advanced Loot Chest",""
"Ancient Warfare Structures","ancientwarfarestructure:advanced_spawner",4866,0,"false","Advanced Monster Spawner",""
"Ancient Warfare Structures","ancientwarfarestructure:altar_candle",4879,0,"false","tile.altar_candle",""
"Ancient Warfare Structures","ancientwarfarestructure:altar_lectern",4880,0,"false","Altar Lectern",""
"Ancient Warfare Structures","ancientwarfarestructure:altar_long_cloth",4878,0,"false","tile.altar_long_cloth",""
"Ancient Warfare Structures","ancientwarfarestructure:altar_short_cloth",4877,0,"false","tile.altar_short_cloth",""
"Ancient Warfare Structures","ancientwarfarestructure:altar_sun",4881,0,"false","Altar Sun",""
"Ancient Warfare Structures","ancientwarfarestructure:bench",4906,0,"false","Oak Wood Bench",""
"Ancient Warfare Structures","ancientwarfarestructure:block_info_clicker",4864,0,"false","Block Info Tool",""
"Ancient Warfare Structures","ancientwarfarestructure:brazier_ember",4875,0,"false","tile.brazier_ember.name",""
"Ancient Warfare Structures","ancientwarfarestructure:brazier_flame",4876,0,"false","tile.brazier_flame.name",""
"Ancient Warfare Structures","ancientwarfarestructure:chair",4897,0,"false","Oak Wood Chair",""
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_ancient",4913,0,"false","Ancient Coin Stack",""
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_copper",4910,0,"false","Copper Owl Stack",""
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_gold",4912,0,"false","Gold Dragon Stack",""
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_silver",4911,0,"false","Silver Stag Stack",""
"Ancient Warfare Structures","ancientwarfarestructure:construction_tool",4862,0,"false","Construction Tool",""
"Ancient Warfare Structures","ancientwarfarestructure:construction_tool_lakes",4863,0,"false","Lake Construction Tool",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",4883,0,"false","Banner",""
"Ancient Warfare Structures","ancientwarfarestructure:drafting_station",4868,0,"false","Drafting Bench",""
"Ancient Warfare Structures","ancientwarfarestructure:fire_pit",4873,0,"false","tile.fire_pit.name",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_proxy",4867,0,"false","Gate Proxy Block",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_spawner",4861,0,"true","Wooden Gate (vert. open)",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_spawner",4861,1,"true","Iron Gate (vert. open)",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_spawner",4861,4,"true","Wooden Gate (slide open)",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_spawner",4861,5,"true","Iron Gate (slide open)",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_spawner",4861,8,"true","Wooden Gate (split open)",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_spawner",4861,9,"true","Iron Gate (split open)",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_spawner",4861,12,"true","Drawbridge (rotate open)",""
"Ancient Warfare Structures","ancientwarfarestructure:gibbet",4903,0,"false","Gibbet",""
"Ancient Warfare Structures","ancientwarfarestructure:goblin_totem_1",4888,0,"false","Goblin Totem 1",""
"Ancient Warfare Structures","ancientwarfarestructure:goblin_totem_2",4889,0,"false","Goblin Totem 2",""
"Ancient Warfare Structures","ancientwarfarestructure:goblin_totem_2_lit",4890,0,"false","Goblin Totem 2 Lit",""
"Ancient Warfare Structures","ancientwarfarestructure:golden_idol",4884,0,"false","Golden Idol",""
"Ancient Warfare Structures","ancientwarfarestructure:golden_throne",4900,0,"false","Golden Throne",""
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",4914,0,"false","tile.gravestone.name",""
"Ancient Warfare Structures","ancientwarfarestructure:iron_cage",4902,0,"false","Iron Cage",""
"Ancient Warfare Structures","ancientwarfarestructure:loot_basket",4891,0,"false","Basket",""
"Ancient Warfare Structures","ancientwarfarestructure:loot_chest_placer",4865,0,"false","Loot Chest Placer",""
"Ancient Warfare Structures","ancientwarfarestructure:orc_totem_1",4885,0,"false","Orc Totem 1",""
"Ancient Warfare Structures","ancientwarfarestructure:orc_totem_2",4886,0,"false","Orc Totem 2",""
"Ancient Warfare Structures","ancientwarfarestructure:orc_totem_2_lit",4887,0,"false","Orc Totem 2 Lit",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",4882,0,"false","Protection Flag",""
"Ancient Warfare Structures","ancientwarfarestructure:scissor_seat",4908,0,"false","Scissor Seat",""
"Ancient Warfare Structures","ancientwarfarestructure:sound_block",4870,0,"false","Sound Block",""
"Ancient Warfare Structures","ancientwarfarestructure:spawner_placer",4860,0,"false","Mob Spawner Placement Tool",""
"Ancient Warfare Structures","ancientwarfarestructure:stake",4905,0,"false","tile.stake.name",""
"Ancient Warfare Structures","ancientwarfarestructure:statue",4909,0,"false","tile.statue.name",""
"Ancient Warfare Structures","ancientwarfarestructure:stone_coffin",4893,0,"false","tile.stone_coffin.name",""
"Ancient Warfare Structures","ancientwarfarestructure:stool",4894,0,"false","Oak Wood Stool",""
"Ancient Warfare Structures","ancientwarfarestructure:stretching_rack",4904,0,"false","Stretching Rack",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder",4857,0,"false","Structure Builder",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",4869,0,"false","Survival Structure Builder",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_world_gen",4858,0,"false","WorldGen Structure Builder",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_scanner",4856,0,"false","Structure Scanner",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_scanner_block",4871,0,"false","Structure Scanner",""
"Ancient Warfare Structures","ancientwarfarestructure:table",4896,0,"false","Oak Table",""
"Ancient Warfare Structures","ancientwarfarestructure:totem_part",4874,0,"false","Totem Part",""
"Ancient Warfare Structures","ancientwarfarestructure:town_builder",4859,0,"false","Instant Town Building Tool",""
"Ancient Warfare Structures","ancientwarfarestructure:tribal_chair",4907,0,"false","Tribal Chair",""
"Ancient Warfare Structures","ancientwarfarestructure:tribal_stool",4898,0,"false","Tribal Stool",""
"Ancient Warfare Structures","ancientwarfarestructure:urn",4895,0,"false","Urn",""
"Ancient Warfare Structures","ancientwarfarestructure:wooden_coffin",4892,0,"false","tile.wooden_coffin.name",""
"Ancient Warfare Structures","ancientwarfarestructure:wooden_post",4901,0,"false","Wooden Post",""
"Ancient Warfare Structures","ancientwarfarestructure:wooden_throne",4899,0,"false","Wooden Throne",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_arrow",4980,0,"false","Heavy Arrow",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_ball_shot",4938,0,"false","Stone Ball Shot",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_ballista_bolt",4981,0,"false","Ballista Bolt",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_ballista_bolt_explosive",4983,0,"false","Ballista Explosive Bolt",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_ballista_bolt_flame",4982,0,"false","Ballista Flame Bolt",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_ballista_bolt_iron",4984,0,"false","Ballista Iron Bolt",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_canister_shot_10",4973,0,"false","Canister 10kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_canister_shot_15",4974,0,"false","Canister 15kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_canister_shot_25",4975,0,"false","Canister 25kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_canister_shot_5",4972,0,"false","Canister 5kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_cluster_shot_10",4960,0,"false","Cluster Shot 10kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_cluster_shot_15",4961,0,"false","Cluster Shot 15kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_cluster_shot_30",4962,0,"false","Cluster Shot 30kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_cluster_shot_45",4963,0,"false","Cluster Shot 45kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_10",4948,0,"false","Explosive Shot 10kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_10_big",4952,0,"false","High Explosive Shot 10kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_15",4949,0,"false","Explosive Shot 15kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_15_big",4953,0,"false","High Explosive Shot 15kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_30",4950,0,"false","Explosive Shot 30kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_30_big",4954,0,"false","High Explosive Shot 30kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_45",4951,0,"false","Explosive Shot 45kg",""
"Ancient Warfare Vehicles","ancientwarfarevehicle:ammo_explosive_shot_45_big",4955,0,"false","High Explosive Shot 45kg",""
