"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Hunger","Saturation","Ore Dict keys"
"Better Animals Plus","betteranimalsplus:pheasantraw",5837,0,"false","Raw Pheasant",1,0.0,"listAllmeatraw"
"Better Animals Plus","betteranimalsplus:turkey_leg_cooked",5867,0,"false","Cooked Turkey Leg",8,1.6,""
"Better Animals Plus","betteranimalsplus:turkey_leg_raw",5866,0,"false","Raw Turkey Leg",1,0.0,""
"Better Animals Plus","betteranimalsplus:venisoncooked",5831,0,"false","Cooked Venison",12,1.6,"foodVenisoncooked,listAllmeatcooked,listAllvenisoncooked"
"Better Animals Plus","betteranimalsplus:venisonraw",5830,0,"false","Raw Venison",4,0.0,"foodVenisonraw,listAllmeatraw,listAllvenisonraw"
"Better End","betterendforge:amber_root_raw",6212,0,"false","Raw Amber Root",2,0.8,""
"Better End","betterendforge:blossom_berry",6211,0,"false","Blossom Berry",4,0.3,""
"Better End","betterendforge:chorus_mushroom_cooked",6214,0,"false","Cooked Chorus Mushroom",6,0.6,""
"Better End","betterendforge:chorus_mushroom_raw",6213,0,"false","Raw Chorus Mushroom",3,0.5,""
"Better End","betterendforge:end_fish_cooked",6208,0,"false","Cooked End Fish",6,0.8,""
"Better End","betterendforge:end_fish_raw",6207,0,"false","End Fish",2,0.1,""
"Better End","betterendforge:shadow_berry_cooked",6206,0,"false","Shadow Berry Cooked",6,0.7,""
"Better End","betterendforge:shadow_berry_jelly",6210,0,"false","Shadow Berry Jell",4,0.75,""
"Better End","betterendforge:shadow_berry_raw",6205,0,"false","Shadow Berry",4,0.5,""
"Better End","betterendforge:sweet_berry_jelly",6209,0,"false","Sweet Berry Jelly",3,0.75,""
"Better End","betterendforge:umbrella_cluster_juice",6215,0,"false","Umbrella Cluster Juice",5,0.7,""
"BetterNether: RotN Edition","betternether:black_apple",4199,0,"false","Black Apple",6,0.5,""
"BetterNether: RotN Edition","betternether:stalagnate_bowl_apple",4206,0,"false","Black Apple",8,0.6,""
"BetterNether: RotN Edition","betternether:stalagnate_bowl_mushroom",4205,0,"false","Mushroom Stew",6,0.6,""
"BetterNether: RotN Edition","betternether:stalagnate_bowl_wart",4204,0,"false","Wart Soup",4,0.6,""
"Biomes O' Plenty","biomesoplenty:berries",4357,0,"false","Berry",1,0.1,"listAllberry,listAllfruit"
"Biomes O' Plenty","biomesoplenty:filled_honeycomb",4362,0,"false","Filled Honeycomb",3,0.4,"dropHoney,foodFilledhoneycomb,foodHoneydrop,listAllsugar"
"Biomes O' Plenty","biomesoplenty:peach",4359,0,"false","Peach",5,0.2,"cropPeach,listAllfruit"
"Biomes O' Plenty","biomesoplenty:pear",4358,0,"false","Pear",5,0.3,"cropPear,listAllfruit"
"Biomes O' Plenty","biomesoplenty:persimmon",4360,0,"false","Persimmon",5,0.2,"cropPersimmon,listAllfruit"
"Biomes O' Plenty","biomesoplenty:ricebowl",4364,0,"false","Bowl of Rice",2,0.6,"foodBowlofrice"
"Biomes O' Plenty","biomesoplenty:shroompowder",4363,0,"false","Shroom Powder",1,0.1,"foodMushroompowder"
"ChocoCraft Plus","chococraftplus:cooked_chocobo_leg",4377,0,"false","Cooked Chocobo Leg",8,0.6,"foodChocobocooked,foodOstrichcooked,foodTurkeycooked,listAllchocobocooked,listAllmeatcooked,listAllostrichcooked,listAllturkeycooked"
"ChocoCraft Plus","chococraftplus:nut_carob",4410,0,"false","Carob Nut",7,0.6,"cropCarob,cropWalnut,listAllnut"
"ChocoCraft Plus","chococraftplus:nut_lasan",4407,0,"false","Lasan Nut",4,0.6,"cropAcorn,cropLasan,listAllnut"
"ChocoCraft Plus","chococraftplus:nut_luchile",4405,0,"false","Luchile Nut",2,0.6,"cropChestnut,cropFilbert,cropHazelnut,cropLuchile,cropRunchin,listAllnut"
"ChocoCraft Plus","chococraftplus:nut_param",4408,0,"false","Param Nut",5,0.6,"cropAlmond,cropParam,cropPram,listAllnut"
"ChocoCraft Plus","chococraftplus:nut_pipio",4404,0,"false","Pipio Nut",1,0.6,"cropPepio,cropPipio,listAllnut"
"ChocoCraft Plus","chococraftplus:nut_porov",4409,0,"false","Porov Bean",6,0.6,"cropBean,cropKidneybean,cropPorofu,cropPorov,listAllnut"
"ChocoCraft Plus","chococraftplus:nut_saraha",4406,0,"false","Saraha Bean",3,0.6,"cropBean,cropCoffee,cropSaraha,listAllnut"
"ChocoCraft Plus","chococraftplus:nut_zeio",4411,0,"false","Zeio Nut",8,0.6,"cropPeanut,cropZeio,listAllnut"
"ChocoCraft Plus","chococraftplus:raw_chocobo_leg",4376,0,"false","Raw Chocobo Leg",4,0.6,"foodChocoboraw,foodOstrichraw,foodTurkeyraw,listAllchocoboraw,listAllmeatraw,listAllostrichraw,listAllturkeyraw"
"ChocoCraft Plus","chococraftplus:veg_cree",4400,0,"false","Cree Root",5,0.2,"cropCree,cropCuriel,cropKurie,cropParsnip,listAllrootveggie,listAllveggie"
"ChocoCraft Plus","chococraftplus:veg_gysahl",4396,0,"false","Gysahl Carrot",1,0.2,"cropCarrot,cropGysahl,listAllrootveggie,listAllveggie"
"ChocoCraft Plus","chococraftplus:veg_krakka",4397,0,"false","Krakka Root",2,0.2,"cropKaraka,cropKrakka,cropRadish,cropRutabaga,cropTurnip,listAllrootveggie,listAllveggie"
"ChocoCraft Plus","chococraftplus:veg_mimett",4401,0,"false","Mimett Fruit",7,0.2,"cropGourd,cropMemit,cropMemmet,cropMimett,cropPumpkin,cropSamolen,listAllfruit"
"ChocoCraft Plus","chococraftplus:veg_pasana",4399,0,"false","Pasana Fruit",4,0.2,"cropApple,cropPahsana,cropPasana,listAllfruit"
"ChocoCraft Plus","chococraftplus:veg_reagan",4402,0,"false","Reagan Veggie",6,0.2,"cropBellpepper,cropReagan,cropRegan,listAllpepper,listAllveggie"
"ChocoCraft Plus","chococraftplus:veg_sylkis",4403,0,"false","Sylkis Bud",8,0.2,"cropCaper,cropSylkis,listAllherb,listAllveggie"
"ChocoCraft Plus","chococraftplus:veg_tantal",4398,0,"false","Tantal Veggie",3,0.2,"cropEggplant,cropTantal,listAllveggie"
"Deep Below","mimicfish:esca",9884,0,"false","Esca",1,0.0,""
"Defiled Lands","defiledlands:black_heart",8099,0,"false","Black Heart",4,0.1,""
"Defiled Lands","defiledlands:book_wyrm_cooked",8103,0,"false","Cooked Book Wyrm",8,0.8,"listAllmeatcooked"
"Defiled Lands","defiledlands:book_wyrm_raw",8102,0,"false","Raw Book Wyrm",3,0.3,"listAllmeatraw"
"Defiled Lands","defiledlands:foul_candy",8101,0,"false","Foul Candy",2,0.1,""
"Defiled Lands","defiledlands:scuttler_eye",8098,0,"false","Scuttler Eye",2,0.8,""
"End Expansion","ee:bug_food",9406,0,"false","Parasite Flesh",8,2.0,""
"End Expansion","ee:heal_food",9418,0,"false","Turium Bulb",2,1.0,""
"End Expansion","ee:madness_berries",9439,0,"false","Spirit Berries",4,2.0,""
"Exotic Birds","exoticbirds:birdmeat",8455,0,"false","Raw Bird Meat",1,0.3,""
"Exotic Birds","exoticbirds:cooked_birdmeat",8456,0,"false","Cooked Bird Meat",3,0.6,""
"ExplorerCraft","explorercraft:cawl_bowl",8515,0,"false","Cawl",16,0.6,"cawl"
"ExplorerCraft","explorercraft:cheese",8506,0,"false","Cheese",2,0.1,"cheese"
"ExplorerCraft","explorercraft:dried_fruits",8505,0,"false","Dried Fruits",2,0.1,"driedFruits"
"ExplorerCraft","explorercraft:lamb_shank",8509,0,"false","Raw Lamb Shank",2,0.3,"lambShank"
"ExplorerCraft","explorercraft:lamb_shank_cooked",8510,0,"false","Lamb Shank",7,0.8,"lambShankCooked"
"ExplorerCraft","explorercraft:leek",8512,0,"false","Leek",2,0.4,"leek"
"ExplorerCraft","explorercraft:leek_bowl",8514,0,"false","Leek Soup",8,0.6,"leekBowl"
"ExplorerCraft","explorercraft:noctiluca",8511,0,"false","Noctiluca",2,0.1,""
"ExplorerCraft","explorercraft:rice_bowl",8513,0,"false","Bowl of Rice",8,0.6,"riceBowl"
"ExplorerCraft","explorercraft:welsh_cakes",8507,0,"false","Welsh Cakes",6,0.6,"welshCakes"
"ExplorerCraft","explorercraft:welsh_rarebit",8508,0,"false","Welsh Rarebit",5,0.6,"welshRarebit"
"Familiar Fauna","familiarfauna:turkey_leg_cooked",4430,0,"false","Cooked Turkey Leg",5,0.5,"cookedTurkey,foodTurkeycooked,listAllmeatcooked,listAllturkeycooked"
"Familiar Fauna","familiarfauna:turkey_leg_raw",4429,0,"false","Raw Turkey Leg",1,0.25,"foodTurkeyraw,listAllmeatraw,listAllturkeyraw,rawTurkey"
"Familiar Fauna","familiarfauna:venison_cooked",4432,0,"false","Cooked Venison",8,0.8,"cookedVenison,foodVenisoncooked,listAllmeatcooked,listAllvenisoncooked"
"Familiar Fauna","familiarfauna:venison_raw",4431,0,"false","Raw Venison",3,0.3,"foodVenisonraw,listAllmeatraw,listAllvenisonraw,rawVenison"
"Farmer's Delight Legacy","farmersdelight:apple_cider",8814,0,"false","Apple Cider",4,0.4,""
"Farmer's Delight Legacy","farmersdelight:apple_pie_slice",8839,0,"false","Slice of Apple Pie",3,0.3,""
"Farmer's Delight Legacy","farmersdelight:bacon",8825,0,"false","Raw Bacon",2,0.3,"dogPrey,listAllporkraw"
"Farmer's Delight Legacy","farmersdelight:bacon_and_eggs",8870,0,"false","Bacon and Eggs",10,0.6,""
"Farmer's Delight Legacy","farmersdelight:bacon_sandwich",8851,0,"false","Bacon Sandwich",10,0.8,""
"Farmer's Delight Legacy","farmersdelight:baked_cod_stew",8868,0,"false","Baked Cod Stew",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:barbecue_stick",8847,0,"false","Barbecue on a Stick",8,0.9,""
"Farmer's Delight Legacy","farmersdelight:beef_patty",8822,0,"false","Beef Patty",4,0.8,""
"Farmer's Delight Legacy","farmersdelight:beef_stew",8862,0,"false","Beef Stew",12,0.8,""
"Farmer's Delight Legacy","farmersdelight:bone_broth",8861,0,"false","Bone Broth",8,0.7,""
"Farmer's Delight Legacy","farmersdelight:cabbage",8813,0,"false","Cabbage",2,0.4,"cropCabbage,listAllveggie"
"Farmer's Delight Legacy","farmersdelight:cabbage_leaf",8820,0,"false","Cabbage Leaf",1,0.4,"cropCabbage"
"Farmer's Delight Legacy","farmersdelight:cabbage_rolls",8855,0,"false","Cabbage Rolls",5,0.5,""
"Farmer's Delight Legacy","farmersdelight:cake_slice",8838,0,"false","Slice of Cake",2,0.1,""
"Farmer's Delight Legacy","farmersdelight:chicken_cuts",8823,0,"false","Raw Chicken Cuts",1,0.3,"cabbageRoolIngredients,listAllchickenraw"
"Farmer's Delight Legacy","farmersdelight:chicken_sandwich",8849,0,"false","Chicken Sandwich",10,0.8,""
"Farmer's Delight Legacy","farmersdelight:chicken_soup",8865,0,"false","Chicken Soup",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:chocolate_pie_slice",8841,0,"false","Slice of Chocolate Pie",3,0.3,""
"Farmer's Delight Legacy","farmersdelight:cod_roll",8857,0,"false","Cod Roll",7,0.6,""
"Farmer's Delight Legacy","farmersdelight:cod_slice",8827,0,"false","Raw Cod Slice",1,0.1,"listAllfishraw,rawOrSlicedCod"
"Farmer's Delight Legacy","farmersdelight:cooked_bacon",8826,0,"false","Cooked Bacon",4,0.8,""
"Farmer's Delight Legacy","farmersdelight:cooked_chicken_cuts",8824,0,"false","Cooked Chicken Cuts",3,0.6,""
"Farmer's Delight Legacy","farmersdelight:cooked_cod_slice",8828,0,"false","Cooked Cod Slice",3,0.5,""
"Farmer's Delight Legacy","farmersdelight:cooked_mutton_chops",8832,0,"false","Cooked Mutton Chops",3,0.8,""
"Farmer's Delight Legacy","farmersdelight:cooked_rice",8860,0,"false","Cooked Rice",6,0.4,""
"Farmer's Delight Legacy","farmersdelight:cooked_salmon_slice",8830,0,"false","Cooked Salmon Slice",3,0.8,""
"Farmer's Delight Legacy","farmersdelight:dog_food",8889,0,"false","Dog Food",6,0.6,""
"Farmer's Delight Legacy","farmersdelight:dumplings",8853,0,"false","Dumplings",8,0.8,""
"Farmer's Delight Legacy","farmersdelight:egg_sandwich",8848,0,"false","Egg Sandwich",8,0.8,""
"Farmer's Delight Legacy","farmersdelight:fish_stew",8864,0,"false","Fish Stew",12,0.8,""
"Farmer's Delight Legacy","farmersdelight:fried_egg",8815,0,"false","Fried Egg",4,0.4,""
"Farmer's Delight Legacy","farmersdelight:fried_rice",8866,0,"false","Fried Rice",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:fruit_salad",8843,0,"false","Fruit Salad",6,0.6,""
"Farmer's Delight Legacy","farmersdelight:glow_berry_custard",8844,0,"false","Glow Berry Custard",7,0.6,""
"Farmer's Delight Legacy","farmersdelight:grilled_salmon",8876,0,"false","Grilled Salmon",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:ham",8833,0,"false","Ham",5,0.3,""
"Farmer's Delight Legacy","farmersdelight:hamburger",8850,0,"false","Hamburger",11,0.8,""
"Farmer's Delight Legacy","farmersdelight:honey_cookie",8836,0,"false","Honey Cookie",2,0.1,""
"Farmer's Delight Legacy","farmersdelight:honey_glazed_ham",8882,0,"false","Plate of Honey Glazed Ham",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:horse_feed",8890,0,"false","Horse Feed",8,0.8,""
"Farmer's Delight Legacy","farmersdelight:hot_cocoa",8885,0,"false","Hot Cocoa",4,0.4,""
"Farmer's Delight Legacy","farmersdelight:kelp_roll",8858,0,"false","Kelp Roll",12,0.6,""
"Farmer's Delight Legacy","farmersdelight:kelp_roll_slice",8859,0,"false","Kelp Roll Slice",6,0.5,""
"Farmer's Delight Legacy","farmersdelight:melon_juice",8886,0,"false","Melon Juice",4,0.4,""
"Farmer's Delight Legacy","farmersdelight:melon_popsicle",8837,0,"false","Melon Popsicle",3,0.2,""
"Farmer's Delight Legacy","farmersdelight:milk_bottle",8884,0,"false","Milk Bottle",4,0.4,"listAllmilk"
"Farmer's Delight Legacy","farmersdelight:minced_beef",8821,0,"false","Minced Beef",2,0.3,"dumplingFilling,listAllbeefraw,rawOrMincedBeef"
"Farmer's Delight Legacy","farmersdelight:mixed_salad",8845,0,"false","Mixed Salad",6,0.6,""
"Farmer's Delight Legacy","farmersdelight:mushroom_rice",8875,0,"false","Mushroom Rice",12,0.8,""
"Farmer's Delight Legacy","farmersdelight:mutton_chops",8831,0,"false","Raw Mutton Chops",1,0.3,"cabbageRoolIngredients,listAllmuttonraw"
"Farmer's Delight Legacy","farmersdelight:mutton_wrap",8852,0,"false","Mutton Wrap",10,0.8,""
"Farmer's Delight Legacy","farmersdelight:nether_salad",8846,0,"false","Nether Salad",5,0.4,""
"Farmer's Delight Legacy","farmersdelight:noodle_soup",8869,0,"false","Noodle Soup",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:onion",8810,0,"false","Onion",2,0.4,"cropOnion,listAllveggie"
"Farmer's Delight Legacy","farmersdelight:pasta_with_meatballs",8873,0,"false","Pasta with Meatballs",12,0.8,""
"Farmer's Delight Legacy","farmersdelight:pasta_with_mutton_chop",8874,0,"false","Pasta with Mutton Chop",12,0.8,""
"Farmer's Delight Legacy","farmersdelight:pie_crust",8818,0,"false","Pie Crust",2,0.2,""
"Farmer's Delight Legacy","farmersdelight:pumpkin_pie_slice",8842,0,"false","Slice of Pumpkin Pie",3,0.3,""
"Farmer's Delight Legacy","farmersdelight:pumpkin_slice",8819,0,"false","Pumpkin Slice",3,0.3,"pumpkinOrSlice"
"Farmer's Delight Legacy","farmersdelight:pumpkin_soup",8867,0,"false","Pumpkin Soup",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:ratatouille",8871,0,"false","Ratatouille",10,0.6,""
"Farmer's Delight Legacy","farmersdelight:raw_pasta",8817,0,"false","Raw Pasta",2,0.3,"foodPasta,pastaOrDough"
"Farmer's Delight Legacy","farmersdelight:roast_chicken",8880,0,"false","Plate of Roast Chicken",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:roasted_mutton_chops",8877,0,"false","Roasted Mutton Chops",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:salmon_roll",8856,0,"false","Salmon Roll",7,0.6,""
"Farmer's Delight Legacy","farmersdelight:salmon_slice",8829,0,"false","Raw Salmon Slice",1,0.1,"dogPrey,listAllfishraw,rawOrSlicedSalmon"
"Farmer's Delight Legacy","farmersdelight:shepherds_pie",8883,0,"false","Plate of Shepherd's Pie",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:smoked_ham",8834,0,"false","Smoked Ham",10,0.8,""
"Farmer's Delight Legacy","farmersdelight:squid_ink_pasta",8879,0,"false","Squid Ink Pasta",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:steak_and_potatoes",8872,0,"false","Steak and Potatoes",12,0.8,""
"Farmer's Delight Legacy","farmersdelight:stuffed_potato",8854,0,"false","Stuffed Potato",10,0.7,""
"Farmer's Delight Legacy","farmersdelight:stuffed_pumpkin",8881,0,"false","Bowl of Stuffed Pumpkin",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:sweet_berry_cheesecake_slice",8840,0,"false","Slice of Sweet Berry Cheesecake",3,0.3,""
"Farmer's Delight Legacy","farmersdelight:sweet_berry_cookie",8835,0,"false","Sweet Berry Cookie",2,0.1,""
"Farmer's Delight Legacy","farmersdelight:tomato",8807,0,"false","Tomato",1,0.3,"cropTomato,listAllveggie,tomatoOrSauce"
"Farmer's Delight Legacy","farmersdelight:tomato_sauce",8887,0,"false","Tomato Sauce",4,0.4,"tomatoOrSauce"
"Farmer's Delight Legacy","farmersdelight:vegetable_noodles",8878,0,"false","Vegetable Noodles",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:vegetable_soup",8863,0,"false","Vegetable Soup",12,0.8,""
"Farmer's Delight Legacy","farmersdelight:wheat_dough",8816,0,"false","Wheat Dough",2,0.3,"foodDough,pastaOrDough"
"Fish's Undead Rising","mod_lavacow:baobing",9002,0,"false","Baobing",10,1.2,""
"Fish's Undead Rising","mod_lavacow:bonestew",8982,0,"false","Bone Stew",10,1.2,""
"Fish's Undead Rising","mod_lavacow:cactus_fruit",9000,0,"false","Prickly Pear",4,0.2,""
"Fish's Undead Rising","mod_lavacow:canebeef",8900,0,"false","Caned Beef",6,0.5,""
"Fish's Undead Rising","mod_lavacow:canepork",8901,0,"false","Caned Pork",6,0.5,""
"Fish's Undead Rising","mod_lavacow:canerottenmeat",8902,0,"false","Caned Rotten Flesh",4,0.4,""
"Fish's Undead Rising","mod_lavacow:cheirolepis",8909,0,"false","Raw Cheirolepis",2,0.1,"listAllfishraw"
"Fish's Undead Rising","mod_lavacow:cheirolepis_cooked",8910,0,"false","Cooked Cheirolepis",6,0.8,"listAllfishcooked"
"Fish's Undead Rising","mod_lavacow:crabcake",8973,0,"false","Crab Cake",8,0.9,""
"Fish's Undead Rising","mod_lavacow:diseased_bread",9025,0,"false","Diseased Bread",7,0.6,""
"Fish's Undead Rising","mod_lavacow:enigmoth_larva_item",9028,0,"false","Raw Enigmoth Caterpillar",2,0.3,""
"Fish's Undead Rising","mod_lavacow:enigmoth_larva_item_cooked",9029,0,"false","Cooked Enigmoth Caterpillar",6,0.6,""
"Fish's Undead Rising","mod_lavacow:frozenthigh",8916,0,"false","Frozen Thigh",10,1.2,""
"Fish's Undead Rising","mod_lavacow:ghost_swarmer_item",9018,0,"false","Ghost Swarmer",2,0.1,""
"Fish's Undead Rising","mod_lavacow:ghostjelly",8975,0,"false","Ghost Jelly",9,1.2,""
"Fish's Undead Rising","mod_lavacow:green_bacon_and_eggs",8928,0,"false","Green Bacon & Eggs",10,1.2,"foodBaconandeggs,foodGreeneggsandham"
"Fish's Undead Rising","mod_lavacow:kung_pao_chicken",9003,0,"false","Kung Pao Chicken",10,1.2,""
"Fish's Undead Rising","mod_lavacow:lamprey",9034,0,"false","Raw Lamprey",2,0.1,"listAllfishraw"
"Fish's Undead Rising","mod_lavacow:lamprey_cooked",9035,0,"false","Cooked Lamprey",6,0.8,"listAllfishcooked"
"Fish's Undead Rising","mod_lavacow:lamprey_kabayaki",9036,0,"false","Lamprey Kabayaki",9,1.2,""
"Fish's Undead Rising","mod_lavacow:meatball",8912,0,"false","Meatball",2,0.6,"foodSwedishmeatballs"
"Fish's Undead Rising","mod_lavacow:mimic_claw",8933,0,"false","Raw Mimicrab Claw",3,0.3,"foodCrabraw"
"Fish's Undead Rising","mod_lavacow:mimic_claw_cooked",8934,0,"false","Baked Mimicrab Claw",8,0.8,"foodCrabcooked"
"Fish's Undead Rising","mod_lavacow:mousse",8911,0,"false","Raw Minced Meat",3,0.1,""
"Fish's Undead Rising","mod_lavacow:mummified_cod",9032,0,"false","Mummified Cod",2,0.1,""
"Fish's Undead Rising","mod_lavacow:netherstew",8899,0,"false","Nether Stew",8,0.8,""
