"Mod name","Registry name","BlockID","Subtypes","Item ID","Item meta","Display name","Exists","Ore Dict keys","NBT"
"Ancient Warfare Structures","ancientwarfarestructure:advanced_loot_chest",790,"false",4872,0,"Advanced Loot Chest","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:advanced_spawner",784,"false",4866,0,"Advanced Monster Spawner","true","","{spawnerSettings:{inventory:{Items:[],Size:9},transparent:0b,maxDelay:400,minDelay:200,maxNearbyMonsters:8,spawnRange:4,spawnYOffset:0,debugMode:0b,xpToDrop:0,mobRange:4,playerRange:16,lightSensitive:0b,spawnDelay:400,spawnGroups:[{groupWeight:1,settingsList:[{hostile:1b,entityId:""minecraft:pig"",minToSpawn:2,maxToSpawn:4,remainingSpawnCount:-1}]}],respondToRedstone:0b}}"
"Ancient Warfare Structures","ancientwarfarestructure:altar_candle",797,"false",4879,0,"tile.altar_candle","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:altar_lectern",798,"false",4880,0,"Altar Lectern","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:altar_long_cloth",796,"false",4878,0,"tile.altar_long_cloth","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:altar_short_cloth",795,"false",4877,0,"tile.altar_short_cloth","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:altar_sun",799,"false",4881,0,"Altar Sun","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:bench",824,"true",4906,0,"Acacia Wood Bench","true","","{variant:""acacia""}"
"Ancient Warfare Structures","ancientwarfarestructure:bench",824,"true",4906,0,"Birch Wood Bench","true","","{variant:""birch""}"
"Ancient Warfare Structures","ancientwarfarestructure:bench",824,"true",4906,0,"Dark Oak Wood Bench","true","","{variant:""dark_oak""}"
"Ancient Warfare Structures","ancientwarfarestructure:bench",824,"true",4906,0,"Jungle Wood Bench","true","","{variant:""jungle""}"
"Ancient Warfare Structures","ancientwarfarestructure:bench",824,"true",4906,0,"Oak Wood Bench","true","","{variant:""oak""}"
"Ancient Warfare Structures","ancientwarfarestructure:bench",824,"true",4906,0,"Spruce Wood Bench","true","","{variant:""spruce""}"
"Ancient Warfare Structures","ancientwarfarestructure:brazier_ember",794,"true",4875,0,"Ember Brazier Lit","true","","{lit:1b}"
"Ancient Warfare Structures","ancientwarfarestructure:brazier_ember",794,"true",4875,0,"Ember Brazier Unlit","true","","{lit:0b}"
"Ancient Warfare Structures","ancientwarfarestructure:brazier_flame",793,"true",4876,0,"Flame Brazier Lit","true","","{lit:1b}"
"Ancient Warfare Structures","ancientwarfarestructure:brazier_flame",793,"true",4876,0,"Flame Brazier Unlit","true","","{lit:0b}"
"Ancient Warfare Structures","ancientwarfarestructure:chair",815,"true",4897,0,"Acacia Wood Chair","true","","{variant:""acacia""}"
"Ancient Warfare Structures","ancientwarfarestructure:chair",815,"true",4897,0,"Birch Wood Chair","true","","{variant:""birch""}"
"Ancient Warfare Structures","ancientwarfarestructure:chair",815,"true",4897,0,"Dark Oak Wood Chair","true","","{variant:""dark_oak""}"
"Ancient Warfare Structures","ancientwarfarestructure:chair",815,"true",4897,0,"Jungle Wood Chair","true","","{variant:""jungle""}"
"Ancient Warfare Structures","ancientwarfarestructure:chair",815,"true",4897,0,"Oak Wood Chair","true","","{variant:""oak""}"
"Ancient Warfare Structures","ancientwarfarestructure:chair",815,"true",4897,0,"Spruce Wood Chair","true","","{variant:""spruce""}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_ancient",831,"true",4913,0,"Ancient Coin Stack","true","","{size:16}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_ancient",831,"true",4913,0,"Ancient Coin Stack","true","","{size:24}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_ancient",831,"true",4913,0,"Ancient Coin Stack","true","","{size:32}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_ancient",831,"true",4913,0,"Ancient Coin Stack","true","","{size:40}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_ancient",831,"true",4913,0,"Ancient Coin Stack","true","","{size:48}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_ancient",831,"true",4913,0,"Ancient Coin Stack","true","","{size:56}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_ancient",831,"true",4913,0,"Ancient Coin Stack","true","","{size:64}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_ancient",831,"true",4913,0,"Ancient Coin Stack","true","","{size:8}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_copper",828,"true",4910,0,"Copper Owl Stack","true","","{size:16}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_copper",828,"true",4910,0,"Copper Owl Stack","true","","{size:24}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_copper",828,"true",4910,0,"Copper Owl Stack","true","","{size:32}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_copper",828,"true",4910,0,"Copper Owl Stack","true","","{size:40}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_copper",828,"true",4910,0,"Copper Owl Stack","true","","{size:48}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_copper",828,"true",4910,0,"Copper Owl Stack","true","","{size:56}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_copper",828,"true",4910,0,"Copper Owl Stack","true","","{size:64}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_copper",828,"true",4910,0,"Copper Owl Stack","true","","{size:8}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_gold",830,"true",4912,0,"Gold Dragon Stack","true","","{size:16}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_gold",830,"true",4912,0,"Gold Dragon Stack","true","","{size:24}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_gold",830,"true",4912,0,"Gold Dragon Stack","true","","{size:32}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_gold",830,"true",4912,0,"Gold Dragon Stack","true","","{size:40}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_gold",830,"true",4912,0,"Gold Dragon Stack","true","","{size:48}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_gold",830,"true",4912,0,"Gold Dragon Stack","true","","{size:56}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_gold",830,"true",4912,0,"Gold Dragon Stack","true","","{size:64}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_gold",830,"true",4912,0,"Gold Dragon Stack","true","","{size:8}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_silver",829,"true",4911,0,"Silver Stag Stack","true","","{size:16}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_silver",829,"true",4911,0,"Silver Stag Stack","true","","{size:24}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_silver",829,"true",4911,0,"Silver Stag Stack","true","","{size:32}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_silver",829,"true",4911,0,"Silver Stag Stack","true","","{size:40}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_silver",829,"true",4911,0,"Silver Stag Stack","true","","{size:48}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_silver",829,"true",4911,0,"Silver Stag Stack","true","","{size:56}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_silver",829,"true",4911,0,"Silver Stag Stack","true","","{size:64}"
"Ancient Warfare Structures","ancientwarfarestructure:coin_stack_silver",829,"true",4911,0,"Silver Stag Stack","true","","{size:8}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Amazon Banner","true","","{name:""amazon""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Barbarian Banner","true","","{name:""barbarian""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Beast Banner","true","","{name:""beast""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Brigand Banner","true","","{name:""brigand""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Buffloka Banner","true","","{name:""buffloka""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Coven Banner","true","","{name:""coven""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Demon Banner","true","","{name:""demon""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Dwarf Banner","true","","{name:""dwarf""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Elf Banner","true","","{name:""elf""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Empire Banner","true","","{name:""empire""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Ent Banner","true","","{name:""ent""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Evil Banner","true","","{name:""evil""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Giant Banner","true","","{name:""giant""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Gnome Banner","true","","{name:""gnome""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Good Banner","true","","{name:""good""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Gremlin Banner","true","","{name:""gremlin""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Guild Banner","true","","{name:""guild""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Hobbit Banner","true","","{name:""hobbit""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Icelord Banner","true","","{name:""icelord""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Ishtari Banner","true","","{name:""ishtari""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Klown Banner","true","","{name:""klown""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Kong Banner","true","","{name:""kong""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Lizardman Banner","true","","{name:""lizardman""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Mindflayer Banner","true","","{name:""mindflayer""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Minossian Banner","true","","{name:""minossian""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Monster Banner","true","","{name:""monster""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Nogg Banner","true","","{name:""nogg""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Norska Banner","true","","{name:""norska""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Orc Banner","true","","{name:""orc""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Pirate Banner","true","","{name:""pirate""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Rakshasa Banner","true","","{name:""rakshasa""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Reiksgard Banner","true","","{name:""reiksgard""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Sarkonid Banner","true","","{name:""sarkonid""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Sealsker Banner","true","","{name:""sealsker""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Shakayana Banner","true","","{name:""shakayana""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Smingol Banner","true","","{name:""smingol""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Undead Banner","true","","{name:""undead""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Vampire Banner","true","","{name:""vampire""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Vyncan Banner","true","","{name:""vyncan""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Witchbane Banner","true","","{name:""witchbane""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Wizardly Banner","true","","{name:""wizardly""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Xoltec Banner","true","","{name:""xoltec""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Zamurai Banner","true","","{name:""zamurai""}"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",801,"true",4883,0,"Zimba Banner","true","","{name:""zimba""}"
"Ancient Warfare Structures","ancientwarfarestructure:drafting_station",786,"false",4868,0,"Drafting Bench","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:fire_pit",792,"true",4873,0,"Fire Pit Lit","true","","{variant:""default"",lit:1b}"
"Ancient Warfare Structures","ancientwarfarestructure:fire_pit",792,"true",4873,0,"Fire Pit Unlit","true","","{variant:""default"",lit:0b}"
"Ancient Warfare Structures","ancientwarfarestructure:fire_pit",792,"true",4873,0,"Square Fire Pit Lit","true","","{variant:""square"",lit:1b}"
"Ancient Warfare Structures","ancientwarfarestructure:fire_pit",792,"true",4873,0,"Square Fire Pit Unlit","true","","{variant:""square"",lit:0b}"
"Ancient Warfare Structures","ancientwarfarestructure:fire_pit",792,"true",4873,0,"Wood only Fire Pit Lit","true","","{variant:""log"",lit:1b}"
"Ancient Warfare Structures","ancientwarfarestructure:fire_pit",792,"true",4873,0,"Wood only Fire Pit Unlit","true","","{variant:""log"",lit:0b}"
"Ancient Warfare Structures","ancientwarfarestructure:gate_proxy",785,"false",4867,0,"Gate Proxy Block","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:gibbet",821,"false",4903,0,"Gibbet","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:goblin_totem_1",803,"false",4888,0,"Goblin Totem 1","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:goblin_totem_2",804,"false",4889,0,"Goblin Totem 2","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:goblin_totem_2_lit",805,"false",4890,0,"Goblin Totem 2 Lit","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:golden_idol",802,"false",4884,0,"Golden Idol","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:golden_throne",818,"false",4900,0,"Golden Throne","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",832,"true",4914,0,"Gravestone","true","","{variant:1}"
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",832,"true",4914,0,"Gravestone","true","","{variant:3}"
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",832,"true",4914,0,"Mossy Gravestone","true","","{variant:2}"
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",832,"true",4914,0,"Mossy Gravestone","true","","{variant:4}"
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",832,"true",4914,0,"Runestone","true","","{variant:6}"
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",832,"true",4914,0,"Runestone","true","","{variant:7}"
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",832,"true",4914,0,"Runestone","true","","{variant:8}"
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",832,"true",4914,0,"Sandstone Gravestone","true","","{variant:5}"
"Ancient Warfare Structures","ancientwarfarestructure:iron_cage",820,"false",4902,0,"Iron Cage","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:loot_basket",809,"false",4891,0,"Basket","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:orc_totem_1",806,"false",4885,0,"Orc Totem 1","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:orc_totem_2",807,"false",4886,0,"Orc Totem 2","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:orc_totem_2_lit",808,"false",4887,0,"Orc Totem 2 Lit","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Amazon Protection Flag","true","","{name:""amazon""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Barbarian Protection Flag","true","","{name:""barbarian""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Beast Protection Flag","true","","{name:""beast""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Brigand Protection Flag","true","","{name:""brigand""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Buffloka Protection Flag","true","","{name:""buffloka""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Coven Protection Flag","true","","{name:""coven""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Demon Protection Flag","true","","{name:""demon""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Dwarf Protection Flag","true","","{name:""dwarf""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Elf Protection Flag","true","","{name:""elf""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Empire Protection Flag","true","","{name:""empire""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Ent Protection Flag","true","","{name:""ent""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Evil Protection Flag","true","","{name:""evil""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Giant Protection Flag","true","","{name:""giant""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Gnome Protection Flag","true","","{name:""gnome""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Good Protection Flag","true","","{name:""good""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Gremlin Protection Flag","true","","{name:""gremlin""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Guild Protection Flag","true","","{name:""guild""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Hobbit Protection Flag","true","","{name:""hobbit""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Icelord Protection Flag","true","","{name:""icelord""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Ishtari Protection Flag","true","","{name:""ishtari""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Klown Protection Flag","true","","{name:""klown""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Kong Protection Flag","true","","{name:""kong""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Lizardman Protection Flag","true","","{name:""lizardman""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Mindflayer Protection Flag","true","","{name:""mindflayer""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Minossian Protection Flag","true","","{name:""minossian""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Monster Protection Flag","true","","{name:""monster""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Nogg Protection Flag","true","","{name:""nogg""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Norska Protection Flag","true","","{name:""norska""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Orc Protection Flag","true","","{name:""orc""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Pirate Protection Flag","true","","{name:""pirate""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Rakshasa Protection Flag","true","","{name:""rakshasa""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Reiksgard Protection Flag","true","","{name:""reiksgard""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Sarkonid Protection Flag","true","","{name:""sarkonid""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Sealsker Protection Flag","true","","{name:""sealsker""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Shakayana Protection Flag","true","","{name:""shakayana""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Smingol Protection Flag","true","","{name:""smingol""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Undead Protection Flag","true","","{name:""undead""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Vampire Protection Flag","true","","{name:""vampire""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Vyncan Protection Flag","true","","{name:""vyncan""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Witchbane Protection Flag","true","","{name:""witchbane""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Wizardly Protection Flag","true","","{name:""wizardly""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Xoltec Protection Flag","true","","{name:""xoltec""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Zamurai Protection Flag","true","","{name:""zamurai""}"
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",800,"true",4882,0,"Zimba Protection Flag","true","","{name:""zimba""}"
"Ancient Warfare Structures","ancientwarfarestructure:scissor_seat",826,"false",4908,0,"Scissor Seat","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:sound_block",788,"false",4870,0,"Sound Block","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:stake",823,"false",4905,0,"tile.stake.name","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:statue",827,"false",4909,0,"tile.statue.name","true","",""
"Ancient Warfare Structures","ancientwarfarestructure:stone_coffin",811,"true",4893,0,"Demonic Coffin","true","","{variant:""demonic""}"
"Ancient Warfare Structures","ancientwarfarestructure:stone_coffin",811,"true",4893,0,"Prismarine Coffin","true","","{variant:""prismarine""}"
