"Mod name","Registry name","Entity class name","ID"
"AncientSpellcraft","ancientspellcraft:arcane_barrier","EntityArcaneBarrier",45
"AncientSpellcraft","ancientspellcraft:barter_entity","EntityBarterConstruct",44
"AncientSpellcraft","ancientspellcraft:builder_entity","EntityBuilder",32
"AncientSpellcraft","ancientspellcraft:chaos_field","EntityChaosField",26
"AncientSpellcraft","ancientspellcraft:chaos_orb","EntityChaosOrb",9
"AncientSpellcraft","ancientspellcraft:class_wizard","EntityClassWizard",43
"AncientSpellcraft","ancientspellcraft:contingency_projectile","EntityMetamagicProjectile",27
"AncientSpellcraft","ancientspellcraft:creeper_minion","EntityCreeperMinion",36
"AncientSpellcraft","ancientspellcraft:devoritium_arrow","EntityDevoritiumArrow",7
"AncientSpellcraft","ancientspellcraft:devoritium_bomb","EntityDevoritiumBomb",6
"AncientSpellcraft","ancientspellcraft:dispel_greater_magic","EntityDispelGreaterMagic",4
"AncientSpellcraft","ancientspellcraft:dispel_magic","EntityDispelMagic",3
"AncientSpellcraft","ancientspellcraft:entity_volcano","EntityVolcano",24
"AncientSpellcraft","ancientspellcraft:evil_class_wizard","EntityEvilClassWizard",42
"AncientSpellcraft","ancientspellcraft:fire_ant","EntityFireAnt",17
"AncientSpellcraft","ancientspellcraft:flint_projectile","EntityFlint",8
"AncientSpellcraft","ancientspellcraft:healing_heart","EntityHeart",2
"AncientSpellcraft","ancientspellcraft:healing_sigil","EntityHealingSigil",23
"AncientSpellcraft","ancientspellcraft:mage_light_entity","EntityMageLight",1
"AncientSpellcraft","ancientspellcraft:master_bolt","EntityMasterBolt",34
"AncientSpellcraft","ancientspellcraft:metamagic_projectile","EntityContingencyProjectile",28
"AncientSpellcraft","ancientspellcraft:molten_boulder","EntityMoltenBoulder",35
"AncientSpellcraft","ancientspellcraft:mushroom_forest","EntitySpellTicker",31
"AncientSpellcraft","ancientspellcraft:ordinary_spider_minion","EntityOrdinarySpiderMinion",19
"AncientSpellcraft","ancientspellcraft:pig_zombie_minion","EntityPigZombieMinion",37
"AncientSpellcraft","ancientspellcraft:remnant_minion","EntityRemnantMinion",38
"AncientSpellcraft","ancientspellcraft:safe_ice_shard","EntitySafeIceShard",10
"AncientSpellcraft","ancientspellcraft:sentinel","EntitySentinel",29
"AncientSpellcraft","ancientspellcraft:silencing_sigil","EntitySilencingSigil",22
"AncientSpellcraft","ancientspellcraft:skeleton_horse_minion","EntitySkeletonHorseMinion",18
"AncientSpellcraft","ancientspellcraft:skeleton_mage","EntitySkeletonMage",13
"AncientSpellcraft","ancientspellcraft:skeleton_mage_minion","EntitySkeletonMageMinion",12
"AncientSpellcraft","ancientspellcraft:spellcaster_entity","EntitySpellCaster",30
"AncientSpellcraft","ancientspellcraft:spirit_bear","EntitySpiritBear",15
"AncientSpellcraft","ancientspellcraft:spirit_ward","EntitySpiritWard",21
"AncientSpellcraft","ancientspellcraft:stone_guardian","EntityStoneGuardian",39
"AncientSpellcraft","ancientspellcraft:stone_guardian_shard","EntityStoneGuardianShard",40
"AncientSpellcraft","ancientspellcraft:transportation_portal","EntityTransportationPortal",20
"AncientSpellcraft","ancientspellcraft:venus_fly_trap","EntityVenusFlyTrap",16
"AncientSpellcraft","ancientspellcraft:void_creeper","EntityVoidCreeper",11
"AncientSpellcraft","ancientspellcraft:will_o_wisp","EntityWisp",0
"AncientSpellcraft","ancientspellcraft:wizard_blast","EntityManaVortex",5
"AncientSpellcraft","ancientspellcraft:wizardmerchant","EntityWizardMerchant",41
"AncientSpellcraft","ancientspellcraft:wolf_minion","EntityWolfMinion",14
"Aquaculture","aquaculture:custom_fish_hook","EntityCustomFishHook",0
"Arcane Essentials","arcane_essentials:blockspawner","EntityFallingBlockSpawner",14
"Arcane Essentials","arcane_essentials:cyclonebolt","EntityCycloneBolt",15
"Arcane Essentials","arcane_essentials:cyloneshield","EntityCycloneShield",8
"Arcane Essentials","arcane_essentials:fireball","EntityFireball",16
"Arcane Essentials","arcane_essentials:flamepillar","EntityFlamePillar",6
"Arcane Essentials","arcane_essentials:flamepillarspawner","EntityFlamePillarSpawner",12
"Arcane Essentials","arcane_essentials:flameslash","EntityFlameSlash",17
"Arcane Essentials","arcane_essentials:floatingblock","EntityFloatingBlock",18
"Arcane Essentials","arcane_essentials:lightningspawner","EntityLightningSpawner",13
"Arcane Essentials","arcane_essentials:lightningvortex","EntityLightningVortex",5
"Arcane Essentials","arcane_essentials:magicbolt","EntityMagicBolt",2
"Arcane Essentials","arcane_essentials:magicconstruct","EntityMagicConstruct",1
"Arcane Essentials","arcane_essentials:magiclightning","EntityMagicLightning",10
"Arcane Essentials","arcane_essentials:magicspawner","EntityMagicSpawner",3
"Arcane Essentials","arcane_essentials:saintesssun","EntitySaintessSun",11
"Arcane Essentials","arcane_essentials:solarbeam","EntitySolarBeam",9
"Arcane Essentials","arcane_essentials:thunderburst","EntityThunderBurst",4
"Arcane Essentials","arcane_essentials:waterball","EntityWaterBall",19
"Arcane Essentials","arcane_essentials:waterwall","EntityWaterWall",20
"Arcane Essentials","arcane_essentials:whirlpool","EntityWhirlpool",7
"ArcaneApprentices","arcaneapprentices:wizard_initiate","EntityWizardInitiate",1
"AstikorCarts","astikorcarts:cargocart","EntityCargoCart",0
"AstikorCarts","astikorcarts:mobcart","EntityMobCart",2
"AstikorCarts","astikorcarts:plowcart","EntityPlowCart",1
"Beast Slayer","ancientbeasts:ball","EntityBall",6
"Beast Slayer","ancientbeasts:beam","EntityBeam",16
"Beast Slayer","ancientbeasts:bonepile","EntityBonepile",37
"Beast Slayer","ancientbeasts:boulder","EntityBoulder",13
"Beast Slayer","ancientbeasts:boulderer","EntityBoulderer",21
"Beast Slayer","ancientbeasts:chained","EntityChained",38
"Beast Slayer","ancientbeasts:charm_chain","EntityCharmChain",43
"Beast Slayer","ancientbeasts:damcell","EntityDamcell",18
"Beast Slayer","ancientbeasts:damcell_spike","EntityDamcellSpike",19
"Beast Slayer","ancientbeasts:elemental_meteor","ProjectileMeteor",34
"Beast Slayer","ancientbeasts:fake_vessel","EntityFakeDuplicate",8
"Beast Slayer","ancientbeasts:fake_xp","EntitySuccXp",45
"Beast Slayer","ancientbeasts:fire_elemental","EntityFireElemental",31
"Beast Slayer","ancientbeasts:frost_walker","EntityFrostWalker",10
"Beast Slayer","ancientbeasts:frostash_fox","EntityFrostashFox",9
"Beast Slayer","ancientbeasts:ghost","EntityGhost",2
"Beast Slayer","ancientbeasts:giant_zombie","EntityGiant",12
"Beast Slayer","ancientbeasts:hand","EntityHand",35
"Beast Slayer","ancientbeasts:hunter","EntityHunter",26
"Beast Slayer","ancientbeasts:hunter_wolf","EntitySpiritWolf",36
"Beast Slayer","ancientbeasts:ice_crystal","EntityIceCrystal",11
"Beast Slayer","ancientbeasts:ice_dart","EntityIceDart",4
"Beast Slayer","ancientbeasts:lil_vessel","EntityLilVessel",17
"Beast Slayer","ancientbeasts:nekros","EntityNekros",39
"Beast Slayer","ancientbeasts:netherhound","EntityNetherhound",20
"Beast Slayer","ancientbeasts:owlstack","EntityOwlstack",22
"Beast Slayer","ancientbeasts:priest","EntityPriest",28
"Beast Slayer","ancientbeasts:rifted_enderman","EntityRiftedEnderman",23
"Beast Slayer","ancientbeasts:rifted_pearl","EntityRiftedPearl",24
"Beast Slayer","ancientbeasts:sand_shot","EntitySandSpit",15
"Beast Slayer","ancientbeasts:sandy","EntitySandy",1
"Beast Slayer","ancientbeasts:scorcher","EntityTank",27
"Beast Slayer","ancientbeasts:shock_wave_tile","EntityMoveTile",33
"Beast Slayer","ancientbeasts:storm_mob","EntityStormSetter",40
"Beast Slayer","ancientbeasts:succubus","EntitySucc",42
"Beast Slayer","ancientbeasts:tornado","EntityTornado",14
"Beast Slayer","ancientbeasts:tribe_child","EntityTribeChild",41
"Beast Slayer","ancientbeasts:tribewarrior","EntityTribeWarrior",25
"Beast Slayer","ancientbeasts:v_head","EntityVesselHead",5
"Beast Slayer","ancientbeasts:vessel","EntityVessel",7
"Beast Slayer","ancientbeasts:windforce_dart","EntityWindforceDart",32
"Beast Slayer","ancientbeasts:wisp","EntityWisp",30
"Beast Slayer","ancientbeasts:wispfire","EntityWispfire",29
"Beast Slayer","ancientbeasts:xp_ghost","EntityGhostHolder",46
"Beast Slayer","ancientbeasts:xp_mosquito","EntityMosquito",44
"Beast Slayer","ancientbeasts:zealot","EntityZealot",3
"Better Animals Plus","betteranimalsplus:badger","EntityBadger",16
"Better Animals Plus","betteranimalsplus:badgerdirt","EntityBadgerDirt",32
"Better Animals Plus","betteranimalsplus:blackbear","EntityBlackBear",1
"Better Animals Plus","betteranimalsplus:boar","EntityBoar",13
"Better Animals Plus","betteranimalsplus:bobbit_worm","EntityBobbitWorm",25
"Better Animals Plus","betteranimalsplus:brownbear","EntityBrownBear",0
"Better Animals Plus","betteranimalsplus:coyote","EntityCoyote",5
"Better Animals Plus","betteranimalsplus:crab","EntityCrab",19
"Better Animals Plus","betteranimalsplus:deer","EntityDeer",2
"Better Animals Plus","betteranimalsplus:eel_freshwater","EntityFreshwaterEel",27
"Better Animals Plus","betteranimalsplus:eel_saltwater","EntitySaltwaterEel",28
"Better Animals Plus","betteranimalsplus:feralwolf","EntityFeralWolf",4
"Better Animals Plus","betteranimalsplus:fox","EntityFox",6
"Better Animals Plus","betteranimalsplus:goat","EntityGoat",9
"Better Animals Plus","betteranimalsplus:golden_goose_egg","EntityGoldenGooseEgg",37
"Better Animals Plus","betteranimalsplus:goose","EntityGoose",26
"Better Animals Plus","betteranimalsplus:goose_egg","EntityGooseEgg",36
"Better Animals Plus","betteranimalsplus:hirschgeist","EntityHirschgeist",8
"Better Animals Plus","betteranimalsplus:horseshoecrab","EntityHorseshoeCrab",20
"Better Animals Plus","betteranimalsplus:jellyfish","EntityJellyfish",10
"Better Animals Plus","betteranimalsplus:kermodebear","EmptyEntity",33
"Better Animals Plus","betteranimalsplus:lammergeier","EntityLammergeier",3
"Better Animals Plus","betteranimalsplus:lamprey","EntityLamprey",17
"Better Animals Plus","betteranimalsplus:moose","EntityMoose",22
"Better Animals Plus","betteranimalsplus:nautilus","EntityNautilus",18
"Better Animals Plus","betteranimalsplus:pheasant","EntityPheasant",11
"Better Animals Plus","betteranimalsplus:pheasantegg","EntityPheasantEgg",34
"Better Animals Plus","betteranimalsplus:reindeer","EntityReindeer",12
"Better Animals Plus","betteranimalsplus:shark","EntityShark",21
"Better Animals Plus","betteranimalsplus:songbird","EntitySongbird",15
"Better Animals Plus","betteranimalsplus:squirrel","EntitySquirrel",14
"Better Animals Plus","betteranimalsplus:tarantula","EntityTarantula",7
"Better Animals Plus","betteranimalsplus:tarantulahair","EntityTarantulaHair",31
"Better Animals Plus","betteranimalsplus:turkey","EntityTurkey",23
"Better Animals Plus","betteranimalsplus:turkeyegg","EntityTurkeyEgg",35
"Better Animals Plus","betteranimalsplus:walrus","EntityWalrus",30
"Better Animals Plus","betteranimalsplus:whale","EntityWhale",29
"Better Animals Plus","betteranimalsplus:zotzpyre","EntityZotzpyre",24
"Better End","betterendforge:cubozoa","CubozoaEntity",4
"Better End","betterendforge:dragonfly","DragonflyEntity",1
"Better End","betterendforge:end_fish","EndFishEntity",0
"Better End","betterendforge:end_slime","EndSlimeEntity",3
"Better End","betterendforge:shadow_walker","ShadowWalkerEntity",2
"Better End","betterendforge:silk_moth","SilkMothEntity",5
"BetterNether: RotN Edition","betternether:firefly","EntityFirefly",0
"BiblioCraft","bibliocraft:biblioseat","EntitySeat",0
"Biomes O' Plenty","biomesoplenty:bop_boat","EntityBOPBoat",2
"Biomes O' Plenty","biomesoplenty:mudball","EntityMudball",1
"Biomes O' Plenty","biomesoplenty:wasp","EntityWasp",3
"Bountiful Baubles","bountifulbaubles:bee","EntityBee",2
"Bountiful Baubles","bountifulbaubles:beenade","EntityBeenade",1
"Bountiful Baubles","bountifulbaubles:flare","EntityFlare",3
"Bountiful Baubles","bountifulbaubles:grenade","EntityGrenade",0
"Champions","champions:arctic_spark","EntityArcticSpark",2
"Champions","champions:cinder_spark","EntityCinderSpark",3
"Champions","champions:entity_jail","EntityJail",1
"Charm","charm:spectre","EntitySpectre",2
"Chocolate Quest Repoured","cqrepoured:boar_mage","EntityCQRBoarmage",44
"Chocolate Quest Repoured","cqrepoured:boarman","EntityCQRBoarman",30
"Chocolate Quest Repoured","cqrepoured:bubble_entity","EntityBubble",51
"Chocolate Quest Repoured","cqrepoured:calamity_crystal","EntityCalamityCrystal",64
"Chocolate Quest Repoured","cqrepoured:calamity_spawner","EntityCalamitySpawner",65
"Chocolate Quest Repoured","cqrepoured:colored_lightning_bolt","EntityColoredLightningBolt",53
"Chocolate Quest Repoured","cqrepoured:dummy","EntityCQRDummy",16
"Chocolate Quest Repoured","cqrepoured:dwarf","EntityCQRDwarf",17
"Chocolate Quest Repoured","cqrepoured:electric_field_entity","EntityElectricField",58
"Chocolate Quest Repoured","cqrepoured:end_laser","EntityEndLaser",63
"Chocolate Quest Repoured","cqrepoured:end_targeting_laser","EntityEndLaserTargeting",62
"Chocolate Quest Repoured","cqrepoured:ender_calamity","EntityCQREnderCalamity",60
"Chocolate Quest Repoured","cqrepoured:ender_king","EntityCQREnderKing",61
"Chocolate Quest Repoured","cqrepoured:enderman","EntityCQREnderman",18
"Chocolate Quest Repoured","cqrepoured:exterminator","EntityCQRExterminator",66
"Chocolate Quest Repoured","cqrepoured:exterminator_laser","EntityExterminatorHandLaser",67
"Chocolate Quest Repoured","cqrepoured:flying_skull","EntityFlyingSkullMinion",50
"Chocolate Quest Repoured","cqrepoured:giant_endermite","EntityGiantEndermite",37
"Chocolate Quest Repoured","cqrepoured:giant_silverfish","EntityGiantSilverfishNormal",38
"Chocolate Quest Repoured","cqrepoured:giant_silverfish1","EntityGiantSilverfishRed",39
"Chocolate Quest Repoured","cqrepoured:giant_silverfish2","EntityGiantSilverfishGreen",40
"Chocolate Quest Repoured","cqrepoured:giant_spider","EntityCQRGiantSpider",48
"Chocolate Quest Repoured","cqrepoured:giant_tortoise","EntityCQRGiantTortoise",42
"Chocolate Quest Repoured","cqrepoured:goblin","EntityCQRGoblin",20
"Chocolate Quest Repoured","cqrepoured:golem","EntityCQRGolem",21
"Chocolate Quest Repoured","cqrepoured:gremlin","EntityCQRGremlin",19
"Chocolate Quest Repoured","cqrepoured:human","EntityCQRHuman",22
"Chocolate Quest Repoured","cqrepoured:ice_spike","EntityIceSpike",56
"Chocolate Quest Repoured","cqrepoured:illager","EntityCQRIllager",23
"Chocolate Quest Repoured","cqrepoured:illusion_walker_king","EntityWalkerKingIllusion",52
"Chocolate Quest Repoured","cqrepoured:lich","EntityCQRLich",43
"Chocolate Quest Repoured","cqrepoured:mandril","EntityCQRMandril",26
"Chocolate Quest Repoured","cqrepoured:minotaur","EntityCQRMinotaur",25
"Chocolate Quest Repoured","cqrepoured:mummy","EntityCQRMummy",27
"Chocolate Quest Repoured","cqrepoured:necromancer","EntityCQRNecromancer",45
"Chocolate Quest Repoured","cqrepoured:nether_dragon","EntityCQRNetherDragon",41
"Chocolate Quest Repoured","cqrepoured:npc","EntityCQRNPC",24
"Chocolate Quest Repoured","cqrepoured:ogre","EntityCQROgre",28
"Chocolate Quest Repoured","cqrepoured:orc","EntityCQROrc",29
"Chocolate Quest Repoured","cqrepoured:pirate","EntityCQRPirate",31
"Chocolate Quest Repoured","cqrepoured:pirate_captain","EntityCQRPirateCaptain",47
"Chocolate Quest Repoured","cqrepoured:pirate_parrot","EntityCQRPirateParrot",55
"Chocolate Quest Repoured","cqrepoured:primedtnt","EntityTNTPrimedCQR",59
"Chocolate Quest Repoured","cqrepoured:projectile_bubble","ProjectileBubble",10
"Chocolate Quest Repoured","cqrepoured:projectile_bullet","ProjectileBullet",1
"Chocolate Quest Repoured","cqrepoured:projectile_cannon_ball","ProjectileCannonBall",2
"Chocolate Quest Repoured","cqrepoured:projectile_earth_quake","ProjectileEarthQuake",3
"Chocolate Quest Repoured","cqrepoured:projectile_energy_orb","ProjectileEnergyOrb",15
"Chocolate Quest Repoured","cqrepoured:projectile_firewall_part","ProjectileFireWallPart",7
"Chocolate Quest Repoured","cqrepoured:projectile_homing_ender_eye","ProjectileHomingEnderEye",14
"Chocolate Quest Repoured","cqrepoured:projectile_hookshot_hook","ProjectileHookShotHook",8
"Chocolate Quest Repoured","cqrepoured:projectile_hot_fireball","ProjectileHotFireball",11
"Chocolate Quest Repoured","cqrepoured:projectile_poison_spell","ProjectilePoisonSpell",4
"Chocolate Quest Repoured","cqrepoured:projectile_spider_ball","ProjectileSpiderBall",5
"Chocolate Quest Repoured","cqrepoured:projectile_spider_hook","ProjectileSpiderHook",9
"Chocolate Quest Repoured","cqrepoured:projectile_thrown_block","ProjectileThrownBlock",13
"Chocolate Quest Repoured","cqrepoured:projectile_vampiric_spell","ProjectileVampiricSpell",6
"Chocolate Quest Repoured","cqrepoured:projectile_web","ProjectileWeb",12
"Chocolate Quest Repoured","cqrepoured:skeleton","EntityCQRSkeleton",32
"Chocolate Quest Repoured","cqrepoured:slime_part","EntitySlimePart",0
"Chocolate Quest Repoured","cqrepoured:spectre","EntityCQRSpectre",33
"Chocolate Quest Repoured","cqrepoured:spider_egg","EntitySpiderEgg",57
"Chocolate Quest Repoured","cqrepoured:summoning_circle","EntitySummoningCircle",49
"Chocolate Quest Repoured","cqrepoured:triton","EntityCQRTriton",34
"Chocolate Quest Repoured","cqrepoured:walker","EntityCQRWalker",35
"Chocolate Quest Repoured","cqrepoured:walker_king","EntityCQRWalkerKing",46
"Chocolate Quest Repoured","cqrepoured:walker_tornado","EntityWalkerTornado",54
"Chocolate Quest Repoured","cqrepoured:zombie","EntityCQRZombie",36
"Comforts","comforts:_entity_rest","EntityRest",1
"CyclopsTek","cyclopstek:cyclops","EntityCyclops",1
"Davinci's Vessels","davincisvessels:parachute","EntityParachute",3
"Davinci's Vessels","davincisvessels:seat","EntitySeat",2
"Davinci's Vessels","davincisvessels:ship","EntityShip",1
"Deep Below","mimicfish:lunkertooth","EntityLunkertooth",0
"Deeper Depths","deeperdepths:bogged","EntityBogged",1
"Deeper Depths","deeperdepths:breeze","EntityBreeze",2
"Deeper Depths","deeperdepths:chambers_painting","EntityDDPainting",4
"Deeper Depths","deeperdepths:ominous_item_spawner","EntityOminousItemSpawner",5
"Deeper Depths","deeperdepths:wind_charge","EntityWindCharge",3
"Defiled Lands","defiledlands:blastem_fruit","EntityBlastemFruit",9
"Defiled Lands","defiledlands:blastem_fruit_blazing","EntityBlastemFruitBlazing",10
"Defiled Lands","defiledlands:book_wyrm","EntityBookWyrm",6
"Defiled Lands","defiledlands:host","EntityHost",4
"Defiled Lands","defiledlands:ravager_projectile","EntityRavagerProjectile",11
"Defiled Lands","defiledlands:scuttler","EntityScuttler",3
"Defiled Lands","defiledlands:shambler","EntityShambler",1
"Defiled Lands","defiledlands:shambler_twisted","EntityShamblerTwisted",2
"Defiled Lands","defiledlands:slime_defiled","EntitySlimeDefiled",5
"Defiled Lands","defiledlands:the_destroyer","EntityDestroyer",7
"Defiled Lands","defiledlands:the_mourner","EntityMourner",8
"Depths of Madness","db:claw","EntityClaw",124
"Depths of Madness","db:claw_two","EntityClawTwo",133
"Depths of Madness","db:entity_aura","EntityBlindnessAura",126
"Depths of Madness","db:entity_jail","EntityJailCell",127
"Depths of Madness","db:entity_orb","ProjectileOrb",128
"Depths of Madness","db:hiero_spike","EntityHieroSpike",130
"Depths of Madness","db:hiero_spike_up","EntityHieroSpikeOp",131
"Depths of Madness","db:hierophant","EntityHeirophant",123
"Depths of Madness","db:orb_player","ProjectileActionOrb",132
"Depths of Madness","db:static_box","EntityStaticBox",125
"Depths of Madness","db:thrall","EntityThrall",129
"Doggy Talents","doggytalents:attackbeam","EntityDoggyBeam",1
"Doggy Talents","doggytalents:dog","EntityDog",0
"Dungeon Mobs","dungeonmobs:dmbeholder","EntityAhriman",6
"Dungeon Mobs","dungeonmobs:dmcavefisher","EntityCaveFisher",9
"Dungeon Mobs","dungeonmobs:dmcockatrice","EntityCockatrice",18
"Dungeon Mobs","dungeonmobs:dmdarkball","EntityEldermobBall",33
"Dungeon Mobs","dungeonmobs:dmdestrachan","EntityDestrachan",10
"Dungeon Mobs","dungeonmobs:dmeldermob","EntityEldermob",34
"Dungeon Mobs","dungeonmobs:dmfallenangel","EntityFallenAngel",30
"Dungeon Mobs","dungeonmobs:dmghost","EntityGhost",36
"Dungeon Mobs","dungeonmobs:dmghoul","EntityGhoul",2
"Dungeon Mobs","dungeonmobs:dmhookhorror","EntityHookHorror",5
"Dungeon Mobs","dungeonmobs:dmillithid","EntityIllithid",12
"Dungeon Mobs","dungeonmobs:dmlightball","EntityLightball",29
"Dungeon Mobs","dungeonmobs:dmmagicmissile","EntityMagicMissile",16
"Dungeon Mobs","dungeonmobs:dmmanticore","EntityManticore",22
"Dungeon Mobs","dungeonmobs:dmnetherhound","EntityNetherHound",13
"Dungeon Mobs","dungeonmobs:dmpetrified","EntityPetrified",19
"Dungeon Mobs","dungeonmobs:dmrakshasa","EntityRakshasa",14
"Dungeon Mobs","dungeonmobs:dmrakshasaimage","EntityRakshasaImage",15
"Dungeon Mobs","dungeonmobs:dmrevenant","EntityRevenant",0
"Dungeon Mobs","dungeonmobs:dmrustmonster","EntityRustMonster",1
"Dungeon Mobs","dungeonmobs:dmshrieker","EntityShrieker",3
"Dungeon Mobs","dungeonmobs:dmsonicboom","EntityEyeRay",11
"Dungeon Mobs","dungeonmobs:dmsonicboom","EntityEyeRay",11
"Dungeon Mobs","dungeonmobs:dmtroll","EntityTroll",8
"Dungeon Mobs","dungeonmobs:dmumberhulk","EntityUmberHulk",4
"Dungeon Mobs","dungeonmobs:dmvampire","EntityVampire",28
"Eerie Entities","eerieentities:cursed_armor","EntityCursedArmor",3
"Eerie Entities","eerieentities:nether_knight","EntityNetherKnight",2
"Eerie Entities","eerieentities:pumpkin_slime","EntityPumpkinSlime",1
"Eerie Entities","eerieentities:wisp","EntityWisp",0
"Electroblob's Wizardry","ebwizardry:arrow_rain","EntityArrowRain",62
"Electroblob's Wizardry","ebwizardry:black_hole","EntityBlackHole",49
"Electroblob's Wizardry","ebwizardry:blaze_minion","EntityBlazeMinion",5
"Electroblob's Wizardry","ebwizardry:blizzard","EntityBlizzard",50
"Electroblob's Wizardry","ebwizardry:boulder","EntityBoulder",70
"Electroblob's Wizardry","ebwizardry:bubble","EntityBubble",67
"Electroblob's Wizardry","ebwizardry:combustion_rune","EntityCombustionRune",55
"Electroblob's Wizardry","ebwizardry:conjured_arrow","EntityConjuredArrow",30
"Electroblob's Wizardry","ebwizardry:darkness_orb","EntityDarknessOrb",38
"Electroblob's Wizardry","ebwizardry:dart","EntityDart",27
"Electroblob's Wizardry","ebwizardry:decay","EntityDecay",58
"Electroblob's Wizardry","ebwizardry:decoy","EntityDecoy",17
"Electroblob's Wizardry","ebwizardry:earthquake","EntityEarthquake",63
"Electroblob's Wizardry","ebwizardry:ember","EntityEmber",42
"Electroblob's Wizardry","ebwizardry:evil_wizard","EntityEvilWizard",21
"Electroblob's Wizardry","ebwizardry:fire_sigil","EntityFireSigil",52
"Electroblob's Wizardry","ebwizardry:firebolt","EntityFirebolt",39
"Electroblob's Wizardry","ebwizardry:firebomb","EntityFirebomb",31
"Electroblob's Wizardry","ebwizardry:flamecatcher_arrow","EntityFlamecatcherArrow",29
"Electroblob's Wizardry","ebwizardry:force_arrow","EntityForceArrow",26
"Electroblob's Wizardry","ebwizardry:force_orb","EntityForceOrb",36
"Electroblob's Wizardry","ebwizardry:forcefield","EntityForcefield",51
"Electroblob's Wizardry","ebwizardry:frost_sigil","EntityFrostSigil",53
"Electroblob's Wizardry","ebwizardry:hailstorm","EntityHailstorm",64
"Electroblob's Wizardry","ebwizardry:healing_aura","EntityHealAura",57
"Electroblob's Wizardry","ebwizardry:husk_minion","EntityHuskMinion",1
"Electroblob's Wizardry","ebwizardry:ice_barrier","EntityIceBarrier",71
"Electroblob's Wizardry","ebwizardry:ice_charge","EntityIceCharge",35
