"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Hunger","Saturation","Ore Dict keys"
"Advanced Fishing","advanced-fishing:fish",4738,17,"true","Ruffe",2,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,18,"true","Sparkling Eel",2,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,19,"true","Angelfish",2,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,20,"true","Angler Fish",2,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,21,"true","Sponge Eater",2,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,22,"true","Snowy Walleye",2,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,23,"true","Squid",1,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,24,"true","Withered Crucian",1,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,25,"true","Sandy Bass",1,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,26,"true","Mandarinfish",3,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,27,"true","Red Shroomfin",2,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,28,"true","Brown Shroomfin",2,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,29,"true","Fungi Catfish",1,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,30,"true","Swamp Plaice",1,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,31,"true","Crystal Mullet",1,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,32,"true","Charged Bullhead",1,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,33,"true","Abyssal Lurker",1,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,34,"true","Sunfish",2,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,35,"true","Glacier Anchovy",1,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,36,"true","Catfish",3,0.2,""
"Advanced Fishing","advanced-fishing:fish",4738,37,"true","Pike",2,0.2,""
"Advanced Fishing","advanced-fishing:fish",4738,38,"true","Magikarp",1,0.05,""
"Advanced Fishing","advanced-fishing:fish",4738,39,"true","Green Jellyfish",1,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,40,"true","Bonefish",1,0.05,""
"Advanced Fishing","advanced-fishing:fish",4738,41,"true","Cursed Koi",1,0.1,""
"Advanced Fishing","advanced-fishing:fish",4738,42,"true","Spookyfin",1,0.1,""
"Ancient Warfare NPCs","ancientwarfarenpc:food_bundle",4821,0,"false","Food Bundle",15,1.0,"foodBundle"
"AncientSpellcraft","ancientspellcraft:ice_cream",12394,0,"false","Ice Cream",1,0.6,""
"Aquaculture","aquaculture:food",4102,0,"true","Seaweed",2,0.0,"cropSeaweed"
"Aquaculture","aquaculture:food",4102,1,"true","Algae",2,0.0,""
"Aquaculture","aquaculture:food",4102,2,"true","Raw Whale Steak",2,0.3,""
"Aquaculture","aquaculture:food",4102,3,"true","Raw Fish Fillet",2,0.3,"listAllfishraw"
"Aquaculture","aquaculture:food",4102,4,"true","Cooked Fish Fillet",5,0.6,"listAllfishcooked"
"Aquaculture","aquaculture:food",4102,5,"true","Cooked Whale Steak",10,0.8,""
"Aquaculture","aquaculture:food",4102,6,"true","Cooked Whale Burger",20,0.8,""
"Aquaculture","aquaculture:food",4102,7,"true","Frog Legs",2,0.3,""
"Aquaculture","aquaculture:food",4102,8,"true","Cooked Frog Legs",3,0.6,""
"Aquaculture","aquaculture:food",4102,9,"true","Turtle Soup",6,0.6,""
"Aquaculture","aquaculture:food",4102,10,"true","Sushi",4,0.6,""
"Beast Slayer","ancientbeasts:cactus_broth",5690,0,"false","Cactus Broth",12,0.8,""
"Better Animals Plus","betteranimalsplus:blubber",5822,0,"false","Blubber",1,2.0,""
"Better Animals Plus","betteranimalsplus:cheese",5853,0,"false","Cheese Wheel",6,2.0,"foodCheese"
"Better Animals Plus","betteranimalsplus:crab_meat_cooked",5846,0,"false","Cooked Crab Meat",6,1.6,"listAllfishcooked"
"Better Animals Plus","betteranimalsplus:crab_meat_raw",5845,0,"false","Raw Crab Meat",4,1.0,"listAllfishraw"
"Better Animals Plus","betteranimalsplus:eel_meat_cooked",5857,0,"false","Cooked Eel Meat",8,1.6,""
"Better Animals Plus","betteranimalsplus:eel_meat_raw",5856,0,"false","Raw Eel Meat",1,0.0,""
"Better Animals Plus","betteranimalsplus:fried_egg",5858,0,"false","Fried Egg",6,1.0,""
"Better Animals Plus","betteranimalsplus:goatcheese",5824,0,"false","Goat Cheese Wheel",6,2.0,"foodCheese,foodGoatCheese"
"Better Animals Plus","betteranimalsplus:pheasantcooked",5826,0,"false","Cooked Pheasant",8,1.6,"listAllmeatcooked"
"Better Animals Plus","betteranimalsplus:pheasantraw",5825,0,"false","Raw Pheasant",1,0.0,"listAllmeatraw"
"Better Animals Plus","betteranimalsplus:turkey_leg_cooked",5855,0,"false","Cooked Turkey Leg",8,1.6,""
"Better Animals Plus","betteranimalsplus:turkey_leg_raw",5854,0,"false","Raw Turkey Leg",1,0.0,""
"Better Animals Plus","betteranimalsplus:venisoncooked",5819,0,"false","Cooked Venison",12,1.6,"foodVenisoncooked,listAllmeatcooked,listAllvenisoncooked"
"Better Animals Plus","betteranimalsplus:venisonraw",5818,0,"false","Raw Venison",4,0.0,"foodVenisonraw,listAllmeatraw,listAllvenisonraw"
"Better End","betterendforge:amber_root_raw",6272,0,"false","Raw Amber Root",2,0.8,""
"Better End","betterendforge:blossom_berry",6271,0,"false","Blossom Berry",4,0.3,""
"Better End","betterendforge:chorus_mushroom_cooked",6274,0,"false","Cooked Chorus Mushroom",6,0.6,""
"Better End","betterendforge:chorus_mushroom_raw",6273,0,"false","Raw Chorus Mushroom",3,0.5,""
"Better End","betterendforge:end_fish_cooked",6268,0,"false","Cooked End Fish",6,0.8,""
"Better End","betterendforge:end_fish_raw",6267,0,"false","End Fish",2,0.1,""
"Better End","betterendforge:shadow_berry_cooked",6266,0,"false","Shadow Berry Cooked",6,0.7,""
"Better End","betterendforge:shadow_berry_jelly",6270,0,"false","Shadow Berry Jell",4,0.75,""
"Better End","betterendforge:shadow_berry_raw",6265,0,"false","Shadow Berry",4,0.5,""
"Better End","betterendforge:sweet_berry_jelly",6269,0,"false","Sweet Berry Jelly",3,0.75,""
"Better End","betterendforge:umbrella_cluster_juice",6275,0,"false","Umbrella Cluster Juice",5,0.7,""
"BetterNether: RotN Edition","betternether:black_apple",4199,0,"false","Black Apple",6,0.5,""
"BetterNether: RotN Edition","betternether:stalagnate_bowl_apple",4206,0,"false","Black Apple",8,0.6,""
"BetterNether: RotN Edition","betternether:stalagnate_bowl_mushroom",4205,0,"false","Mushroom Stew",6,0.6,""
"BetterNether: RotN Edition","betternether:stalagnate_bowl_wart",4204,0,"false","Wart Soup",4,0.6,""
"Biomes O' Plenty","biomesoplenty:berries",4357,0,"false","Berry",1,0.1,"listAllberry,listAllfruit"
"Biomes O' Plenty","biomesoplenty:filled_honeycomb",4362,0,"false","Filled Honeycomb",3,0.4,"dropHoney,foodFilledhoneycomb,foodHoneydrop,listAllsugar"
"Biomes O' Plenty","biomesoplenty:peach",4359,0,"false","Peach",5,0.2,"cropPeach,listAllfruit"
"Biomes O' Plenty","biomesoplenty:pear",4358,0,"false","Pear",5,0.3,"cropPear,listAllfruit"
"Biomes O' Plenty","biomesoplenty:persimmon",4360,0,"false","Persimmon",5,0.2,"cropPersimmon,listAllfruit"
"Biomes O' Plenty","biomesoplenty:ricebowl",4364,0,"false","Bowl of Rice",2,0.6,"foodBowlofrice"
"Biomes O' Plenty","biomesoplenty:shroompowder",4363,0,"false","Shroom Powder",1,0.1,"foodMushroompowder"
"ChocoCraft Plus","chococraftplus:cooked_chocobo_leg",4377,0,"false","Cooked Chocobo Leg",8,0.6,"foodChocobocooked,foodOstrichcooked,foodTurkeycooked,listAllchocobocooked,listAllmeatcooked,listAllostrichcooked,listAllturkeycooked"
"ChocoCraft Plus","chococraftplus:nut_carob",4410,0,"false","Carob Nut",7,0.6,"cropCarob,cropWalnut,listAllnut"
"ChocoCraft Plus","chococraftplus:nut_lasan",4407,0,"false","Lasan Nut",4,0.6,"cropAcorn,cropLasan,listAllnut"
"ChocoCraft Plus","chococraftplus:nut_luchile",4405,0,"false","Luchile Nut",2,0.6,"cropChestnut,cropFilbert,cropHazelnut,cropLuchile,cropRunchin,listAllnut"
"ChocoCraft Plus","chococraftplus:nut_param",4408,0,"false","Param Nut",5,0.6,"cropAlmond,cropParam,cropPram,listAllnut"
"ChocoCraft Plus","chococraftplus:nut_pipio",4404,0,"false","Pipio Nut",1,0.6,"cropPepio,cropPipio,listAllnut"
"ChocoCraft Plus","chococraftplus:nut_porov",4409,0,"false","Porov Bean",6,0.6,"cropBean,cropKidneybean,cropPorofu,cropPorov,listAllnut"
"ChocoCraft Plus","chococraftplus:nut_saraha",4406,0,"false","Saraha Bean",3,0.6,"cropBean,cropCoffee,cropSaraha,listAllnut"
"ChocoCraft Plus","chococraftplus:nut_zeio",4411,0,"false","Zeio Nut",8,0.6,"cropPeanut,cropZeio,listAllnut"
"ChocoCraft Plus","chococraftplus:raw_chocobo_leg",4376,0,"false","Raw Chocobo Leg",4,0.6,"foodChocoboraw,foodOstrichraw,foodTurkeyraw,listAllchocoboraw,listAllmeatraw,listAllostrichraw,listAllturkeyraw"
"ChocoCraft Plus","chococraftplus:veg_cree",4400,0,"false","Cree Root",5,0.2,"cropCree,cropCuriel,cropKurie,cropParsnip,listAllrootveggie,listAllveggie"
"ChocoCraft Plus","chococraftplus:veg_gysahl",4396,0,"false","Gysahl Carrot",1,0.2,"cropCarrot,cropGysahl,listAllrootveggie,listAllveggie"
"ChocoCraft Plus","chococraftplus:veg_krakka",4397,0,"false","Krakka Root",2,0.2,"cropKaraka,cropKrakka,cropRadish,cropRutabaga,cropTurnip,listAllrootveggie,listAllveggie"
"ChocoCraft Plus","chococraftplus:veg_mimett",4401,0,"false","Mimett Fruit",7,0.2,"cropGourd,cropMemit,cropMemmet,cropMimett,cropPumpkin,cropSamolen,listAllfruit"
"ChocoCraft Plus","chococraftplus:veg_pasana",4399,0,"false","Pasana Fruit",4,0.2,"cropApple,cropPahsana,cropPasana,listAllfruit"
"ChocoCraft Plus","chococraftplus:veg_reagan",4402,0,"false","Reagan Veggie",6,0.2,"cropBellpepper,cropReagan,cropRegan,listAllpepper,listAllveggie"
"ChocoCraft Plus","chococraftplus:veg_sylkis",4403,0,"false","Sylkis Bud",8,0.2,"cropCaper,cropSylkis,listAllherb,listAllveggie"
"ChocoCraft Plus","chococraftplus:veg_tantal",4398,0,"false","Tantal Veggie",3,0.2,"cropEggplant,cropTantal,listAllveggie"
"Deep Below","mimicfish:esca",9953,0,"false","Esca",1,0.0,""
"Defiled Lands","defiledlands:black_heart",8143,0,"false","Black Heart",4,0.1,""
"Defiled Lands","defiledlands:book_wyrm_cooked",8147,0,"false","Cooked Book Wyrm",8,0.8,"listAllmeatcooked"
"Defiled Lands","defiledlands:book_wyrm_raw",8146,0,"false","Raw Book Wyrm",3,0.3,"listAllmeatraw"
"Defiled Lands","defiledlands:foul_candy",8145,0,"false","Foul Candy",2,0.1,""
"Defiled Lands","defiledlands:scuttler_eye",8142,0,"false","Scuttler Eye",2,0.8,""
"End Expansion","ee:bug_food",9475,0,"false","Parasite Flesh",8,2.0,""
"End Expansion","ee:heal_food",9487,0,"false","Turium Bulb",2,1.0,""
"End Expansion","ee:madness_berries",9508,0,"false","Spirit Berries",4,2.0,""
"Exotic Birds","exoticbirds:birdmeat",8499,0,"false","Raw Bird Meat",1,0.3,""
"Exotic Birds","exoticbirds:cooked_birdmeat",8500,0,"false","Cooked Bird Meat",3,0.6,""
"ExplorerCraft","explorercraft:cawl_bowl",8559,0,"false","Cawl",16,0.6,"cawl"
"ExplorerCraft","explorercraft:cheese",8550,0,"false","Cheese",2,0.1,"cheese"
"ExplorerCraft","explorercraft:dried_fruits",8549,0,"false","Dried Fruits",2,0.1,"driedFruits"
"ExplorerCraft","explorercraft:lamb_shank",8553,0,"false","Raw Lamb Shank",2,0.3,"lambShank"
"ExplorerCraft","explorercraft:lamb_shank_cooked",8554,0,"false","Lamb Shank",7,0.8,"lambShankCooked"
"ExplorerCraft","explorercraft:leek",8556,0,"false","Leek",2,0.4,"leek"
"ExplorerCraft","explorercraft:leek_bowl",8558,0,"false","Leek Soup",8,0.6,"leekBowl"
"ExplorerCraft","explorercraft:noctiluca",8555,0,"false","Noctiluca",2,0.1,""
"ExplorerCraft","explorercraft:rice_bowl",8557,0,"false","Bowl of Rice",8,0.6,"riceBowl"
"ExplorerCraft","explorercraft:welsh_cakes",8551,0,"false","Welsh Cakes",6,0.6,"welshCakes"
"ExplorerCraft","explorercraft:welsh_rarebit",8552,0,"false","Welsh Rarebit",5,0.6,"welshRarebit"
"Familiar Fauna","familiarfauna:turkey_leg_cooked",4430,0,"false","Cooked Turkey Leg",5,0.5,"cookedTurkey,foodTurkeycooked,listAllmeatcooked,listAllturkeycooked"
"Familiar Fauna","familiarfauna:turkey_leg_raw",4429,0,"false","Raw Turkey Leg",1,0.25,"foodTurkeyraw,listAllmeatraw,listAllturkeyraw,rawTurkey"
"Familiar Fauna","familiarfauna:venison_cooked",4432,0,"false","Cooked Venison",8,0.8,"cookedVenison,foodVenisoncooked,listAllmeatcooked,listAllvenisoncooked"
"Familiar Fauna","familiarfauna:venison_raw",4431,0,"false","Raw Venison",3,0.3,"foodVenisonraw,listAllmeatraw,listAllvenisonraw,rawVenison"
"Farmer's Delight Legacy","farmersdelight:apple_cider",8858,0,"false","Apple Cider",4,0.4,""
"Farmer's Delight Legacy","farmersdelight:apple_pie_slice",8883,0,"false","Slice of Apple Pie",3,0.3,""
"Farmer's Delight Legacy","farmersdelight:bacon",8869,0,"false","Raw Bacon",2,0.3,"dogPrey,listAllporkraw"
"Farmer's Delight Legacy","farmersdelight:bacon_and_eggs",8914,0,"false","Bacon and Eggs",10,0.6,""
"Farmer's Delight Legacy","farmersdelight:bacon_sandwich",8895,0,"false","Bacon Sandwich",10,0.8,""
"Farmer's Delight Legacy","farmersdelight:baked_cod_stew",8912,0,"false","Baked Cod Stew",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:barbecue_stick",8891,0,"false","Barbecue on a Stick",8,0.9,""
"Farmer's Delight Legacy","farmersdelight:beef_patty",8866,0,"false","Beef Patty",4,0.8,""
"Farmer's Delight Legacy","farmersdelight:beef_stew",8906,0,"false","Beef Stew",12,0.8,""
"Farmer's Delight Legacy","farmersdelight:bone_broth",8905,0,"false","Bone Broth",8,0.7,""
"Farmer's Delight Legacy","farmersdelight:cabbage",8857,0,"false","Cabbage",2,0.4,"cropCabbage,listAllveggie"
"Farmer's Delight Legacy","farmersdelight:cabbage_leaf",8864,0,"false","Cabbage Leaf",1,0.4,"cropCabbage"
"Farmer's Delight Legacy","farmersdelight:cabbage_rolls",8899,0,"false","Cabbage Rolls",5,0.5,""
"Farmer's Delight Legacy","farmersdelight:cake_slice",8882,0,"false","Slice of Cake",2,0.1,""
"Farmer's Delight Legacy","farmersdelight:chicken_cuts",8867,0,"false","Raw Chicken Cuts",1,0.3,"cabbageRoolIngredients,listAllchickenraw"
"Farmer's Delight Legacy","farmersdelight:chicken_sandwich",8893,0,"false","Chicken Sandwich",10,0.8,""
"Farmer's Delight Legacy","farmersdelight:chicken_soup",8909,0,"false","Chicken Soup",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:chocolate_pie_slice",8885,0,"false","Slice of Chocolate Pie",3,0.3,""
"Farmer's Delight Legacy","farmersdelight:cod_roll",8901,0,"false","Cod Roll",7,0.6,""
"Farmer's Delight Legacy","farmersdelight:cod_slice",8871,0,"false","Raw Cod Slice",1,0.1,"listAllfishraw,rawOrSlicedCod"
"Farmer's Delight Legacy","farmersdelight:cooked_bacon",8870,0,"false","Cooked Bacon",4,0.8,""
"Farmer's Delight Legacy","farmersdelight:cooked_chicken_cuts",8868,0,"false","Cooked Chicken Cuts",3,0.6,""
"Farmer's Delight Legacy","farmersdelight:cooked_cod_slice",8872,0,"false","Cooked Cod Slice",3,0.5,""
"Farmer's Delight Legacy","farmersdelight:cooked_mutton_chops",8876,0,"false","Cooked Mutton Chops",3,0.8,""
"Farmer's Delight Legacy","farmersdelight:cooked_rice",8904,0,"false","Cooked Rice",6,0.4,""
"Farmer's Delight Legacy","farmersdelight:cooked_salmon_slice",8874,0,"false","Cooked Salmon Slice",3,0.8,""
"Farmer's Delight Legacy","farmersdelight:dog_food",8933,0,"false","Dog Food",6,0.6,""
"Farmer's Delight Legacy","farmersdelight:dumplings",8897,0,"false","Dumplings",8,0.8,""
"Farmer's Delight Legacy","farmersdelight:egg_sandwich",8892,0,"false","Egg Sandwich",8,0.8,""
"Farmer's Delight Legacy","farmersdelight:fish_stew",8908,0,"false","Fish Stew",12,0.8,""
"Farmer's Delight Legacy","farmersdelight:fried_egg",8859,0,"false","Fried Egg",4,0.4,""
"Farmer's Delight Legacy","farmersdelight:fried_rice",8910,0,"false","Fried Rice",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:fruit_salad",8887,0,"false","Fruit Salad",6,0.6,""
"Farmer's Delight Legacy","farmersdelight:glow_berry_custard",8888,0,"false","Glow Berry Custard",7,0.6,""
"Farmer's Delight Legacy","farmersdelight:grilled_salmon",8920,0,"false","Grilled Salmon",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:ham",8877,0,"false","Ham",5,0.3,""
"Farmer's Delight Legacy","farmersdelight:hamburger",8894,0,"false","Hamburger",11,0.8,""
"Farmer's Delight Legacy","farmersdelight:honey_cookie",8880,0,"false","Honey Cookie",2,0.1,""
"Farmer's Delight Legacy","farmersdelight:honey_glazed_ham",8926,0,"false","Plate of Honey Glazed Ham",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:horse_feed",8934,0,"false","Horse Feed",8,0.8,""
"Farmer's Delight Legacy","farmersdelight:hot_cocoa",8929,0,"false","Hot Cocoa",4,0.4,""
"Farmer's Delight Legacy","farmersdelight:kelp_roll",8902,0,"false","Kelp Roll",12,0.6,""
"Farmer's Delight Legacy","farmersdelight:kelp_roll_slice",8903,0,"false","Kelp Roll Slice",6,0.5,""
"Farmer's Delight Legacy","farmersdelight:melon_juice",8930,0,"false","Melon Juice",4,0.4,""
"Farmer's Delight Legacy","farmersdelight:melon_popsicle",8881,0,"false","Melon Popsicle",3,0.2,""
"Farmer's Delight Legacy","farmersdelight:milk_bottle",8928,0,"false","Milk Bottle",4,0.4,"listAllmilk"
"Farmer's Delight Legacy","farmersdelight:minced_beef",8865,0,"false","Minced Beef",2,0.3,"dumplingFilling,listAllbeefraw,rawOrMincedBeef"
"Farmer's Delight Legacy","farmersdelight:mixed_salad",8889,0,"false","Mixed Salad",6,0.6,""
"Farmer's Delight Legacy","farmersdelight:mushroom_rice",8919,0,"false","Mushroom Rice",12,0.8,""
"Farmer's Delight Legacy","farmersdelight:mutton_chops",8875,0,"false","Raw Mutton Chops",1,0.3,"cabbageRoolIngredients,listAllmuttonraw"
"Farmer's Delight Legacy","farmersdelight:mutton_wrap",8896,0,"false","Mutton Wrap",10,0.8,""
"Farmer's Delight Legacy","farmersdelight:nether_salad",8890,0,"false","Nether Salad",5,0.4,""
"Farmer's Delight Legacy","farmersdelight:noodle_soup",8913,0,"false","Noodle Soup",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:onion",8854,0,"false","Onion",2,0.4,"cropOnion,listAllveggie"
"Farmer's Delight Legacy","farmersdelight:pasta_with_meatballs",8917,0,"false","Pasta with Meatballs",12,0.8,""
"Farmer's Delight Legacy","farmersdelight:pasta_with_mutton_chop",8918,0,"false","Pasta with Mutton Chop",12,0.8,""
"Farmer's Delight Legacy","farmersdelight:pie_crust",8862,0,"false","Pie Crust",2,0.2,""
"Farmer's Delight Legacy","farmersdelight:pumpkin_pie_slice",8886,0,"false","Slice of Pumpkin Pie",3,0.3,""
"Farmer's Delight Legacy","farmersdelight:pumpkin_slice",8863,0,"false","Pumpkin Slice",3,0.3,"pumpkinOrSlice"
"Farmer's Delight Legacy","farmersdelight:pumpkin_soup",8911,0,"false","Pumpkin Soup",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:ratatouille",8915,0,"false","Ratatouille",10,0.6,""
"Farmer's Delight Legacy","farmersdelight:raw_pasta",8861,0,"false","Raw Pasta",2,0.3,"foodPasta,pastaOrDough"
"Farmer's Delight Legacy","farmersdelight:roast_chicken",8924,0,"false","Plate of Roast Chicken",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:roasted_mutton_chops",8921,0,"false","Roasted Mutton Chops",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:salmon_roll",8900,0,"false","Salmon Roll",7,0.6,""
"Farmer's Delight Legacy","farmersdelight:salmon_slice",8873,0,"false","Raw Salmon Slice",1,0.1,"dogPrey,listAllfishraw,rawOrSlicedSalmon"
"Farmer's Delight Legacy","farmersdelight:shepherds_pie",8927,0,"false","Plate of Shepherd's Pie",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:smoked_ham",8878,0,"false","Smoked Ham",10,0.8,""
"Farmer's Delight Legacy","farmersdelight:squid_ink_pasta",8923,0,"false","Squid Ink Pasta",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:steak_and_potatoes",8916,0,"false","Steak and Potatoes",12,0.8,""
"Farmer's Delight Legacy","farmersdelight:stuffed_potato",8898,0,"false","Stuffed Potato",10,0.7,""
"Farmer's Delight Legacy","farmersdelight:stuffed_pumpkin",8925,0,"false","Bowl of Stuffed Pumpkin",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:sweet_berry_cheesecake_slice",8884,0,"false","Slice of Sweet Berry Cheesecake",3,0.3,""
"Farmer's Delight Legacy","farmersdelight:sweet_berry_cookie",8879,0,"false","Sweet Berry Cookie",2,0.1,""
"Farmer's Delight Legacy","farmersdelight:tomato",8851,0,"false","Tomato",1,0.3,"cropTomato,listAllveggie,tomatoOrSauce"
"Farmer's Delight Legacy","farmersdelight:tomato_sauce",8931,0,"false","Tomato Sauce",4,0.4,"tomatoOrSauce"
"Farmer's Delight Legacy","farmersdelight:vegetable_noodles",8922,0,"false","Vegetable Noodles",14,0.75,""
"Farmer's Delight Legacy","farmersdelight:vegetable_soup",8907,0,"false","Vegetable Soup",12,0.8,""
"Farmer's Delight Legacy","farmersdelight:wheat_dough",8860,0,"false","Wheat Dough",2,0.3,"foodDough,pastaOrDough"
"Fish's Undead Rising","mod_lavacow:baobing",9046,0,"false","Baobing",10,1.2,""
"Fish's Undead Rising","mod_lavacow:bonestew",9026,0,"false","Bone Stew",10,1.2,""
"Fish's Undead Rising","mod_lavacow:cactus_fruit",9044,0,"false","Prickly Pear",4,0.2,""
"Fish's Undead Rising","mod_lavacow:canebeef",8944,0,"false","Caned Beef",6,0.5,""
"Fish's Undead Rising","mod_lavacow:canepork",8945,0,"false","Caned Pork",6,0.5,""
"Fish's Undead Rising","mod_lavacow:canerottenmeat",8946,0,"false","Caned Rotten Flesh",4,0.4,""
"Fish's Undead Rising","mod_lavacow:cheirolepis",8953,0,"false","Raw Cheirolepis",2,0.1,"listAllfishraw"
"Fish's Undead Rising","mod_lavacow:cheirolepis_cooked",8954,0,"false","Cooked Cheirolepis",6,0.8,"listAllfishcooked"
"Fish's Undead Rising","mod_lavacow:crabcake",9017,0,"false","Crab Cake",8,0.9,""
"Fish's Undead Rising","mod_lavacow:diseased_bread",9069,0,"false","Diseased Bread",7,0.6,""
"Fish's Undead Rising","mod_lavacow:enigmoth_larva_item",9072,0,"false","Raw Enigmoth Caterpillar",2,0.3,""
"Fish's Undead Rising","mod_lavacow:enigmoth_larva_item_cooked",9073,0,"false","Cooked Enigmoth Caterpillar",6,0.6,""
"Fish's Undead Rising","mod_lavacow:frozenthigh",8960,0,"false","Frozen Thigh",10,1.2,""
"Fish's Undead Rising","mod_lavacow:ghost_swarmer_item",9062,0,"false","Ghost Swarmer",2,0.1,""
"Fish's Undead Rising","mod_lavacow:ghostjelly",9019,0,"false","Ghost Jelly",9,1.2,""
"Fish's Undead Rising","mod_lavacow:green_bacon_and_eggs",8972,0,"false","Green Bacon & Eggs",10,1.2,"foodBaconandeggs,foodGreeneggsandham"
"Fish's Undead Rising","mod_lavacow:kung_pao_chicken",9047,0,"false","Kung Pao Chicken",10,1.2,""
"Fish's Undead Rising","mod_lavacow:lamprey",9078,0,"false","Raw Lamprey",2,0.1,"listAllfishraw"
"Fish's Undead Rising","mod_lavacow:lamprey_cooked",9079,0,"false","Cooked Lamprey",6,0.8,"listAllfishcooked"
"Fish's Undead Rising","mod_lavacow:lamprey_kabayaki",9080,0,"false","Lamprey Kabayaki",9,1.2,""
"Fish's Undead Rising","mod_lavacow:meatball",8956,0,"false","Meatball",2,0.6,"foodSwedishmeatballs"
"Fish's Undead Rising","mod_lavacow:mimic_claw",8977,0,"false","Raw Mimicrab Claw",3,0.3,"foodCrabraw"
"Fish's Undead Rising","mod_lavacow:mimic_claw_cooked",8978,0,"false","Baked Mimicrab Claw",8,0.8,"foodCrabcooked"
"Fish's Undead Rising","mod_lavacow:mousse",8955,0,"false","Raw Minced Meat",3,0.1,""
"Fish's Undead Rising","mod_lavacow:mummified_cod",9076,0,"false","Mummified Cod",2,0.1,""
"Fish's Undead Rising","mod_lavacow:netherstew",8943,0,"false","Nether Stew",8,0.8,""
