"Mod name","Registry name","Entity class name","ID"
"AstikorCarts","astikorcarts:plowcart","de.mennomax.astikorcarts.entity.EntityPlowCart",1
"Beast Slayer","ancientbeasts:ball","com.unoriginal.beastslayer.entity.Entities.EntityBall",6
"Beast Slayer","ancientbeasts:beam","com.unoriginal.beastslayer.entity.Entities.EntityBeam",16
"Beast Slayer","ancientbeasts:bonepile","com.unoriginal.beastslayer.entity.Entities.EntityBonepile",37
"Beast Slayer","ancientbeasts:boulder","com.unoriginal.beastslayer.entity.Entities.EntityBoulder",13
"Beast Slayer","ancientbeasts:boulderer","com.unoriginal.beastslayer.entity.Entities.EntityBoulderer",21
"Beast Slayer","ancientbeasts:chained","com.unoriginal.beastslayer.entity.Entities.EntityChained",38
"Beast Slayer","ancientbeasts:charm_chain","com.unoriginal.beastslayer.entity.Entities.EntityCharmChain",43
"Beast Slayer","ancientbeasts:damcell","com.unoriginal.beastslayer.entity.Entities.EntityDamcell",18
"Beast Slayer","ancientbeasts:damcell_spike","com.unoriginal.beastslayer.entity.Entities.EntityDamcellSpike",19
"Beast Slayer","ancientbeasts:elemental_meteor","com.unoriginal.beastslayer.entity.Entities.boss.projectile.ProjectileMeteor",34
"Beast Slayer","ancientbeasts:fake_vessel","com.unoriginal.beastslayer.entity.Entities.EntityFakeDuplicate",8
"Beast Slayer","ancientbeasts:fake_xp","com.unoriginal.beastslayer.entity.Entities.EntitySuccXp",45
"Beast Slayer","ancientbeasts:fire_elemental","com.unoriginal.beastslayer.entity.Entities.boss.fire_elemental.EntityFireElemental",31
"Beast Slayer","ancientbeasts:frost_walker","com.unoriginal.beastslayer.entity.Entities.EntityFrostWalker",10
"Beast Slayer","ancientbeasts:frostash_fox","com.unoriginal.beastslayer.entity.Entities.EntityFrostashFox",9
"Beast Slayer","ancientbeasts:ghost","com.unoriginal.beastslayer.entity.Entities.EntityGhost",2
"Beast Slayer","ancientbeasts:giant_zombie","com.unoriginal.beastslayer.entity.Entities.EntityGiant",12
"Beast Slayer","ancientbeasts:hand","com.unoriginal.beastslayer.entity.Entities.EntityHand",35
"Beast Slayer","ancientbeasts:hunter","com.unoriginal.beastslayer.entity.Entities.EntityHunter",26
"Beast Slayer","ancientbeasts:hunter_wolf","com.unoriginal.beastslayer.entity.Entities.EntitySpiritWolf",36
"Beast Slayer","ancientbeasts:ice_crystal","com.unoriginal.beastslayer.entity.Entities.EntityIceCrystal",11
"Beast Slayer","ancientbeasts:ice_dart","com.unoriginal.beastslayer.entity.Entities.EntityIceDart",4
"Beast Slayer","ancientbeasts:lil_vessel","com.unoriginal.beastslayer.entity.Entities.EntityLilVessel",17
"Beast Slayer","ancientbeasts:nekros","com.unoriginal.beastslayer.entity.Entities.EntityNekros",39
"Beast Slayer","ancientbeasts:netherhound","com.unoriginal.beastslayer.entity.Entities.EntityNetherhound",20
"Beast Slayer","ancientbeasts:owlstack","com.unoriginal.beastslayer.entity.Entities.EntityOwlstack",22
"Beast Slayer","ancientbeasts:priest","com.unoriginal.beastslayer.entity.Entities.EntityPriest",28
"Beast Slayer","ancientbeasts:rifted_enderman","com.unoriginal.beastslayer.entity.Entities.EntityRiftedEnderman",23
"Beast Slayer","ancientbeasts:rifted_pearl","com.unoriginal.beastslayer.entity.Entities.EntityRiftedPearl",24
"Beast Slayer","ancientbeasts:sand_shot","com.unoriginal.beastslayer.entity.Entities.EntitySandSpit",15
"Beast Slayer","ancientbeasts:sandy","com.unoriginal.beastslayer.entity.Entities.EntitySandy",1
"Beast Slayer","ancientbeasts:scorcher","com.unoriginal.beastslayer.entity.Entities.EntityTank",27
"Beast Slayer","ancientbeasts:shock_wave_tile","com.unoriginal.beastslayer.entity.Entities.boss.fire_elemental.misc.EntityMoveTile",33
"Beast Slayer","ancientbeasts:storm_mob","com.unoriginal.beastslayer.entity.Entities.EntityStormSetter",40
"Beast Slayer","ancientbeasts:succubus","com.unoriginal.beastslayer.entity.Entities.EntitySucc",42
"Beast Slayer","ancientbeasts:tornado","com.unoriginal.beastslayer.entity.Entities.EntityTornado",14
"Beast Slayer","ancientbeasts:tribe_child","com.unoriginal.beastslayer.entity.Entities.EntityTribeChild",41
"Beast Slayer","ancientbeasts:tribewarrior","com.unoriginal.beastslayer.entity.Entities.EntityTribeWarrior",25
"Beast Slayer","ancientbeasts:v_head","com.unoriginal.beastslayer.entity.Entities.EntityVesselHead",5
"Beast Slayer","ancientbeasts:vessel","com.unoriginal.beastslayer.entity.Entities.EntityVessel",7
"Beast Slayer","ancientbeasts:windforce_dart","com.unoriginal.beastslayer.entity.Entities.EntityWindforceDart",32
"Beast Slayer","ancientbeasts:wisp","com.unoriginal.beastslayer.entity.Entities.EntityWisp",30
"Beast Slayer","ancientbeasts:wispfire","com.unoriginal.beastslayer.entity.Entities.EntityWispfire",29
"Beast Slayer","ancientbeasts:xp_ghost","com.unoriginal.beastslayer.entity.Entities.EntityGhostHolder",46
"Beast Slayer","ancientbeasts:xp_mosquito","com.unoriginal.beastslayer.entity.Entities.EntityMosquito",44
"Beast Slayer","ancientbeasts:zealot","com.unoriginal.beastslayer.entity.Entities.EntityZealot",3
"Better Animals Plus","betteranimalsplus:badger","its_meow.betteranimalsplus.common.entity.EntityBadger",16
"Better Animals Plus","betteranimalsplus:badgerdirt","its_meow.betteranimalsplus.common.entity.projectile.EntityBadgerDirt",32
"Better Animals Plus","betteranimalsplus:blackbear","its_meow.betteranimalsplus.common.entity.EntityBlackBear",1
"Better Animals Plus","betteranimalsplus:boar","its_meow.betteranimalsplus.common.entity.EntityBoar",13
"Better Animals Plus","betteranimalsplus:bobbit_worm","its_meow.betteranimalsplus.common.entity.EntityBobbitWorm",25
"Better Animals Plus","betteranimalsplus:brownbear","its_meow.betteranimalsplus.common.entity.EntityBrownBear",0
"Better Animals Plus","betteranimalsplus:coyote","its_meow.betteranimalsplus.common.entity.EntityCoyote",5
"Better Animals Plus","betteranimalsplus:crab","its_meow.betteranimalsplus.common.entity.EntityCrab",19
"Better Animals Plus","betteranimalsplus:deer","its_meow.betteranimalsplus.common.entity.EntityDeer",2
"Better Animals Plus","betteranimalsplus:eel_freshwater","its_meow.betteranimalsplus.common.entity.EntityFreshwaterEel",27
"Better Animals Plus","betteranimalsplus:eel_saltwater","its_meow.betteranimalsplus.common.entity.EntitySaltwaterEel",28
"Better Animals Plus","betteranimalsplus:feralwolf","its_meow.betteranimalsplus.common.entity.EntityFeralWolf",4
"Better Animals Plus","betteranimalsplus:fox","its_meow.betteranimalsplus.common.entity.EntityFox",6
"Better Animals Plus","betteranimalsplus:goat","its_meow.betteranimalsplus.common.entity.EntityGoat",9
"Better Animals Plus","betteranimalsplus:golden_goose_egg","its_meow.betteranimalsplus.common.entity.projectile.EntityGoldenGooseEgg",37
"Better Animals Plus","betteranimalsplus:goose","its_meow.betteranimalsplus.common.entity.EntityGoose",26
"Better Animals Plus","betteranimalsplus:goose_egg","its_meow.betteranimalsplus.common.entity.projectile.EntityGooseEgg",36
"Better Animals Plus","betteranimalsplus:hirschgeist","its_meow.betteranimalsplus.common.entity.miniboss.hirschgeist.EntityHirschgeist",8
"Better Animals Plus","betteranimalsplus:horseshoecrab","its_meow.betteranimalsplus.common.entity.EntityHorseshoeCrab",20
"Better Animals Plus","betteranimalsplus:jellyfish","its_meow.betteranimalsplus.common.entity.EntityJellyfish",10
"Better Animals Plus","betteranimalsplus:kermodebear","its_meow.betteranimalsplus.common.entity.EmptyEntity",33
"Better Animals Plus","betteranimalsplus:lammergeier","its_meow.betteranimalsplus.common.entity.EntityLammergeier",3
"Better Animals Plus","betteranimalsplus:lamprey","its_meow.betteranimalsplus.common.entity.EntityLamprey",17
"Better Animals Plus","betteranimalsplus:moose","its_meow.betteranimalsplus.common.entity.EntityMoose",22
"Better Animals Plus","betteranimalsplus:nautilus","its_meow.betteranimalsplus.common.entity.EntityNautilus",18
"Better Animals Plus","betteranimalsplus:pheasant","its_meow.betteranimalsplus.common.entity.EntityPheasant",11
"Better Animals Plus","betteranimalsplus:pheasantegg","its_meow.betteranimalsplus.common.entity.projectile.EntityPheasantEgg",34
"Better Animals Plus","betteranimalsplus:reindeer","its_meow.betteranimalsplus.common.entity.EntityReindeer",12
"Better Animals Plus","betteranimalsplus:shark","its_meow.betteranimalsplus.common.entity.EntityShark",21
"Better Animals Plus","betteranimalsplus:songbird","its_meow.betteranimalsplus.common.entity.EntitySongbird",15
"Better Animals Plus","betteranimalsplus:squirrel","its_meow.betteranimalsplus.common.entity.EntitySquirrel",14
"Better Animals Plus","betteranimalsplus:tarantula","its_meow.betteranimalsplus.common.entity.EntityTarantula",7
"Better Animals Plus","betteranimalsplus:tarantulahair","its_meow.betteranimalsplus.common.entity.projectile.EntityTarantulaHair",31
"Better Animals Plus","betteranimalsplus:turkey","its_meow.betteranimalsplus.common.entity.EntityTurkey",23
"Better Animals Plus","betteranimalsplus:turkeyegg","its_meow.betteranimalsplus.common.entity.projectile.EntityTurkeyEgg",35
"Better Animals Plus","betteranimalsplus:walrus","its_meow.betteranimalsplus.common.entity.EntityWalrus",30
"Better Animals Plus","betteranimalsplus:whale","its_meow.betteranimalsplus.common.entity.EntityWhale",29
"Better Animals Plus","betteranimalsplus:zotzpyre","its_meow.betteranimalsplus.common.entity.EntityZotzpyre",24
"Better End","betterendforge:cubozoa","mod.beethoven92.betterendforge.common.entity.CubozoaEntity",4
"Better End","betterendforge:dragonfly","mod.beethoven92.betterendforge.common.entity.DragonflyEntity",1
"Better End","betterendforge:end_fish","mod.beethoven92.betterendforge.common.entity.EndFishEntity",0
"Better End","betterendforge:end_slime","mod.beethoven92.betterendforge.common.entity.EndSlimeEntity",3
"Better End","betterendforge:shadow_walker","mod.beethoven92.betterendforge.common.entity.ShadowWalkerEntity",2
"Better End","betterendforge:silk_moth","mod.beethoven92.betterendforge.common.entity.SilkMothEntity",5
"BetterNether: RotN Edition","betternether:firefly","paulevs.betternether.entities.EntityFirefly",0
"BiblioCraft","bibliocraft:biblioseat","jds.bibliocraft.entity.EntitySeat",0
"Biomes O' Plenty","biomesoplenty:bop_boat","biomesoplenty.common.entities.item.EntityBOPBoat",2
"Biomes O' Plenty","biomesoplenty:mudball","biomesoplenty.common.entities.projectiles.EntityMudball",1
"Biomes O' Plenty","biomesoplenty:wasp","biomesoplenty.common.entities.EntityWasp",3
"Bountiful Baubles","bountifulbaubles:bee","cursedflames.bountifulbaubles.entity.EntityBee",2
"Bountiful Baubles","bountifulbaubles:beenade","cursedflames.bountifulbaubles.entity.EntityBeenade",1
"Bountiful Baubles","bountifulbaubles:flare","cursedflames.bountifulbaubles.entity.EntityFlare",3
"Bountiful Baubles","bountifulbaubles:grenade","cursedflames.bountifulbaubles.entity.EntityGrenade",0
"Champions","champions:arctic_spark","c4.champions.common.entity.EntityArcticSpark",2
"Champions","champions:cinder_spark","c4.champions.common.entity.EntityCinderSpark",3
"Champions","champions:entity_jail","c4.champions.common.entity.EntityJail",1
"Charm","charm:spectre","svenhjol.charm.world.entity.EntitySpectre",2
"Chocolate Quest Repoured","cqrepoured:boar_mage","team.cqr.cqrepoured.entity.boss.EntityCQRBoarmage",44
"Chocolate Quest Repoured","cqrepoured:boarman","team.cqr.cqrepoured.entity.mobs.EntityCQRBoarman",30
"Chocolate Quest Repoured","cqrepoured:bubble_entity","team.cqr.cqrepoured.entity.misc.EntityBubble",51
"Chocolate Quest Repoured","cqrepoured:calamity_crystal","team.cqr.cqrepoured.entity.boss.endercalamity.EntityCalamityCrystal",64
"Chocolate Quest Repoured","cqrepoured:calamity_spawner","team.cqr.cqrepoured.entity.boss.endercalamity.EntityCalamitySpawner",65
"Chocolate Quest Repoured","cqrepoured:colored_lightning_bolt","team.cqr.cqrepoured.entity.misc.EntityColoredLightningBolt",53
"Chocolate Quest Repoured","cqrepoured:dummy","team.cqr.cqrepoured.entity.mobs.EntityCQRDummy",16
"Chocolate Quest Repoured","cqrepoured:dwarf","team.cqr.cqrepoured.entity.mobs.EntityCQRDwarf",17
"Chocolate Quest Repoured","cqrepoured:electric_field_entity","team.cqr.cqrepoured.entity.misc.EntityElectricField",58
"Chocolate Quest Repoured","cqrepoured:end_laser","team.cqr.cqrepoured.entity.boss.endercalamity.EntityEndLaser",63
"Chocolate Quest Repoured","cqrepoured:end_targeting_laser","team.cqr.cqrepoured.entity.boss.endercalamity.EntityEndLaserTargeting",62
"Chocolate Quest Repoured","cqrepoured:ender_calamity","team.cqr.cqrepoured.entity.boss.endercalamity.EntityCQREnderCalamity",60
"Chocolate Quest Repoured","cqrepoured:ender_king","team.cqr.cqrepoured.entity.boss.endercalamity.EntityCQREnderKing",61
"Chocolate Quest Repoured","cqrepoured:enderman","team.cqr.cqrepoured.entity.mobs.EntityCQREnderman",18
"Chocolate Quest Repoured","cqrepoured:exterminator","team.cqr.cqrepoured.entity.boss.exterminator.EntityCQRExterminator",66
"Chocolate Quest Repoured","cqrepoured:exterminator_laser","team.cqr.cqrepoured.entity.boss.exterminator.EntityExterminatorHandLaser",67
"Chocolate Quest Repoured","cqrepoured:flying_skull","team.cqr.cqrepoured.entity.misc.EntityFlyingSkullMinion",50
"Chocolate Quest Repoured","cqrepoured:giant_endermite","team.cqr.cqrepoured.entity.mount.EntityGiantEndermite",37
"Chocolate Quest Repoured","cqrepoured:giant_silverfish","team.cqr.cqrepoured.entity.mount.EntityGiantSilverfishNormal",38
"Chocolate Quest Repoured","cqrepoured:giant_silverfish1","team.cqr.cqrepoured.entity.mount.EntityGiantSilverfishRed",39
"Chocolate Quest Repoured","cqrepoured:giant_silverfish2","team.cqr.cqrepoured.entity.mount.EntityGiantSilverfishGreen",40
"Chocolate Quest Repoured","cqrepoured:giant_spider","team.cqr.cqrepoured.entity.boss.EntityCQRGiantSpider",48
