"Mod name","Registry name","BlockID","Subtypes","Item ID","Item meta","Display name","Exists","Ore Dict keys"
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Buffloka Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Coven Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Demon Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Dwarf Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Elf Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Empire Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Ent Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Evil Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Giant Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Gnome Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Good Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Gremlin Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Guild Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Hobbit Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Icelord Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Ishtari Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Klown Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Kong Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Lizardman Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Mindflayer Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Minossian Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Monster Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Nogg Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Norska Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Orc Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Pirate Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Rakshasa Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Reiksgard Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Sarkonid Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Sealsker Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Shakayana Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Smingol Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Undead Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Vampire Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Vyncan Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Witchbane Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Wizardly Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Xoltec Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Zamurai Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:decorative_flag",797,"true",4861,0,"Zimba Banner","true",""
"Ancient Warfare Structures","ancientwarfarestructure:drafting_station",782,"false",4846,0,"Drafting Bench","true",""
"Ancient Warfare Structures","ancientwarfarestructure:fire_pit",788,"true",4851,0,"Fire Pit Lit","true",""
"Ancient Warfare Structures","ancientwarfarestructure:fire_pit",788,"true",4851,0,"Fire Pit Unlit","true",""
"Ancient Warfare Structures","ancientwarfarestructure:fire_pit",788,"true",4851,0,"Square Fire Pit Lit","true",""
"Ancient Warfare Structures","ancientwarfarestructure:fire_pit",788,"true",4851,0,"Square Fire Pit Unlit","true",""
"Ancient Warfare Structures","ancientwarfarestructure:fire_pit",788,"true",4851,0,"Wood only Fire Pit Lit","true",""
"Ancient Warfare Structures","ancientwarfarestructure:fire_pit",788,"true",4851,0,"Wood only Fire Pit Unlit","true",""
"Ancient Warfare Structures","ancientwarfarestructure:gate_proxy",781,"false",4845,0,"Gate Proxy Block","true",""
"Ancient Warfare Structures","ancientwarfarestructure:gibbet",817,"false",4881,0,"Gibbet","true",""
"Ancient Warfare Structures","ancientwarfarestructure:goblin_totem_1",799,"false",4866,0,"Goblin Totem 1","true",""
"Ancient Warfare Structures","ancientwarfarestructure:goblin_totem_2",800,"false",4867,0,"Goblin Totem 2","true",""
"Ancient Warfare Structures","ancientwarfarestructure:goblin_totem_2_lit",801,"false",4868,0,"Goblin Totem 2 Lit","true",""
"Ancient Warfare Structures","ancientwarfarestructure:golden_idol",798,"false",4862,0,"Golden Idol","true",""
"Ancient Warfare Structures","ancientwarfarestructure:golden_throne",814,"false",4878,0,"Golden Throne","true",""
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",828,"true",4892,0,"Gravestone","true",""
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",828,"true",4892,0,"Gravestone","true",""
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",828,"true",4892,0,"Mossy Gravestone","true",""
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",828,"true",4892,0,"Mossy Gravestone","true",""
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",828,"true",4892,0,"Runestone","true",""
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",828,"true",4892,0,"Runestone","true",""
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",828,"true",4892,0,"Runestone","true",""
"Ancient Warfare Structures","ancientwarfarestructure:gravestone",828,"true",4892,0,"Sandstone Gravestone","true",""
"Ancient Warfare Structures","ancientwarfarestructure:iron_cage",816,"false",4880,0,"Iron Cage","true",""
"Ancient Warfare Structures","ancientwarfarestructure:loot_basket",805,"false",4869,0,"Basket","true",""
"Ancient Warfare Structures","ancientwarfarestructure:orc_totem_1",802,"false",4863,0,"Orc Totem 1","true",""
"Ancient Warfare Structures","ancientwarfarestructure:orc_totem_2",803,"false",4864,0,"Orc Totem 2","true",""
"Ancient Warfare Structures","ancientwarfarestructure:orc_totem_2_lit",804,"false",4865,0,"Orc Totem 2 Lit","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Amazon Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Barbarian Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Beast Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Brigand Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Buffloka Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Coven Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Demon Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Dwarf Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Elf Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Empire Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Ent Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Evil Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Giant Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Gnome Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Good Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Gremlin Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Guild Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Hobbit Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Icelord Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Ishtari Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Klown Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Kong Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Lizardman Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Mindflayer Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Minossian Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Monster Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Nogg Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Norska Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Orc Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Pirate Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Rakshasa Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Reiksgard Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Sarkonid Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Sealsker Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Shakayana Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Smingol Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Undead Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Vampire Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Vyncan Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Witchbane Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Wizardly Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Xoltec Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Zamurai Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:protection_flag",796,"true",4860,0,"Zimba Protection Flag","true",""
"Ancient Warfare Structures","ancientwarfarestructure:scissor_seat",822,"false",4886,0,"Scissor Seat","true",""
"Ancient Warfare Structures","ancientwarfarestructure:sound_block",784,"false",4848,0,"Sound Block","true",""
"Ancient Warfare Structures","ancientwarfarestructure:stake",819,"false",4883,0,"tile.stake.name","true",""
"Ancient Warfare Structures","ancientwarfarestructure:statue",823,"false",4887,0,"tile.statue.name","true",""
"Ancient Warfare Structures","ancientwarfarestructure:stone_coffin",807,"true",4871,0,"Demonic Coffin","true",""
"Ancient Warfare Structures","ancientwarfarestructure:stone_coffin",807,"true",4871,0,"Prismarine Coffin","true",""
"Ancient Warfare Structures","ancientwarfarestructure:stone_coffin",807,"true",4871,0,"Sandstone Sarcophagus","true",""
"Ancient Warfare Structures","ancientwarfarestructure:stone_coffin",807,"true",4871,0,"Stone Coffin","true",""
"Ancient Warfare Structures","ancientwarfarestructure:stool",808,"true",4872,0,"Acacia Wood Stool","true",""
"Ancient Warfare Structures","ancientwarfarestructure:stool",808,"true",4872,0,"Birch Wood Stool","true",""
"Ancient Warfare Structures","ancientwarfarestructure:stool",808,"true",4872,0,"Dark Oak Wood Stool","true",""
"Ancient Warfare Structures","ancientwarfarestructure:stool",808,"true",4872,0,"Jungle Wood Stool","true",""
"Ancient Warfare Structures","ancientwarfarestructure:stool",808,"true",4872,0,"Oak Wood Stool","true",""
"Ancient Warfare Structures","ancientwarfarestructure:stool",808,"true",4872,0,"Spruce Wood Stool","true",""
"Ancient Warfare Structures","ancientwarfarestructure:stretching_rack",818,"false",4882,0,"Stretching Rack","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
"Ancient Warfare Structures","ancientwarfarestructure:structure_builder_ticked",783,"true",4847,0,"Survival Structure Builder","true",""
